adm0_name,mkt_name,cm_name,mp_price,date,um_name,Gradient
Honduras,National Average,Beans (red),5925.6512705769555,2017-5,KG,-170.10040639266208
Honduras,National Average,Maize (white),9187.086227112835,2007-9,KG,-28.11581859082655
Honduras,National Average,Maize (white),12976.785813818313,2007-10,KG,3789.6995867054775
Honduras,National Average,Maize (white),13898.308033429983,2007-11,KG,921.5222196116702
Honduras,National Average,Maize (white),16202.049966695498,2007-12,KG,2303.7419332655154
Honduras,National Average,Maize (white),15721.496397561426,2008-1,KG,-480.55356913407195
Honduras,National Average,Maize (white),15291.355345818152,2008-2,KG,-430.14105174327415
Honduras,National Average,Maize (white),15621.069055398508,2008-3,KG,329.7137095803555
Honduras,National Average,Maize (white),14439.714940188345,2008-4,KG,-1181.3541152101625
Honduras,National Average,Maize (white),11848.141341575474,2008-5,KG,-2591.573598612871
Honduras,National Average,Maize (white),10749.78525809451,2008-6,KG,-1098.356083480965
Honduras,National Average,Maize (white),10857.420260270475,2008-7,KG,107.63500217596629
Honduras,National Average,Maize (white),11384.67692307692,2008-8,KG,527.2566628064451
Honduras,National Average,Maize (white),13483.866981024454,2008-9,KG,2099.190057947533
Honduras,National Average,Maize (white),14378.842433407395,2008-10,KG,894.9754523829415
Honduras,National Average,Maize (white),16166.040101440882,2008-11,KG,1787.1976680334865
Honduras,National Average,Maize (white),15193.526271625215,2008-12,KG,-972.5138298156671
Honduras,National Average,Maize (white),10913.253519060145,2009-1,KG,-4280.27275256507
Honduras,National Average,Maize (white),10868.79302371672,2009-2,KG,-44.460495343424554
Honduras,National Average,Maize (white),9251.729769124184,2009-3,KG,-1617.0632545925364
Honduras,National Average,Maize (white),9159.183628022982,2009-4,KG,-92.54614110120201
Honduras,National Average,Maize (white),9253.28458269225,2009-5,KG,94.1009546692676
Honduras,National Average,Maize (white),9272.67091107484,2009-6,KG,19.386328382590364
Honduras,National Average,Maize (white),8660.272040090118,2009-7,KG,-612.3988709847217
Honduras,National Average,Maize (white),7775.090737240074,2009-8,KG,-885.1813028500437
Honduras,National Average,Maize (white),11607.232961760972,2009-9,KG,3832.142224520898
Honduras,National Average,Maize (white),12469.846515329522,2009-10,KG,862.6135535685498
Honduras,National Average,Maize (white),13399.433141665715,2009-11,KG,929.5866263361931
Honduras,National Average,Maize (white),14530.642328094196,2009-12,KG,1131.2091864284803
Honduras,National Average,Maize (white),15661.851514522676,2010-1,KG,1131.2091864284803
Honduras,National Average,Maize (white),15348.342935577668,2010-2,KG,-313.5085789450077
Honduras,National Average,Maize (white),15553.875792635588,2010-3,KG,205.5328570579204
Honduras,National Average,Maize (white),14821.66508245184,2010-4,KG,-732.2107101837482
Honduras,National Average,Maize (white),15458.62407683632,2010-5,KG,636.9589943844803
Honduras,National Average,Maize (white),14790.709493268818,2010-6,KG,-667.9145835675026
Honduras,National Average,Maize (white),14112.665858478504,2010-7,KG,-678.0436347903142
Honduras,National Average,Maize (white),13885.986928104576,2010-8,KG,-226.67893037392787
Honduras,National Average,Maize (white),14364.085661646635,2010-9,KG,478.09873354205956
Honduras,National Average,Maize (white),14643.904708568472,2010-10,KG,279.81904692183707
Honduras,National Average,Maize (white),15429.322565651868,2010-11,KG,785.4178570833956
Honduras,National Average,Maize (white),14997.042318144919,2010-12,KG,-432.2802475069493
Honduras,National Average,Maize (white),11427.478978059858,2011-1,KG,-3569.56334008506
Honduras,National Average,Maize (white),10215.471637251741,2011-2,KG,-1212.007340808117
Honduras,National Average,Maize (white),10034.443815774584,2011-3,KG,-181.02782147715698
Honduras,National Average,Maize (white),9211.965510076876,2011-4,KG,-822.4783056977085
Honduras,National Average,Maize (white),9012.393334390334,2011-5,KG,-199.57217568654232
Honduras,National Average,Maize (white),9012.356695666313,2011-6,KG,-0.03663872402103152
Honduras,National Average,Maize (white),7344.315166292858,2011-7,KG,-1668.041529373455
Honduras,National Average,Maize (white),7718.413255482788,2011-8,KG,374.09808918993076
Honduras,National Average,Maize (white),9660.149900864979,2011-9,KG,1941.7366453821905
Honduras,National Average,Maize (white),12410.342607624698,2011-10,KG,2750.192706759719
Honduras,National Average,Maize (white),14400.802260621018,2011-11,KG,1990.45965299632
Honduras,National Average,Maize (white),15022.25867908911,2011-12,KG,621.4564184680912
Honduras,National Average,Maize (white),15208.904503143827,2012-1,KG,186.6458240547181
Honduras,National Average,Maize (white),15119.793706750232,2012-2,KG,-89.11079639359559
Honduras,National Average,Maize (white),15572.701294335184,2012-3,KG,452.9075875849521
Honduras,National Average,Maize (white),15334.525110073822,2012-4,KG,-238.1761842613614
Honduras,National Average,Maize (white),14864.101659018708,2012-5,KG,-470.4234510551141
Honduras,National Average,Maize (white),14879.380681635672,2012-6,KG,15.27902261696363
Honduras,National Average,Maize (white),14250.861432439087,2012-7,KG,-628.5192491965845
Honduras,National Average,Maize (white),12400.878108853372,2012-8,KG,-1849.983323585715
Honduras,National Average,Maize (white),13876.45666696624,2012-9,KG,1475.5785581128675
Honduras,National Average,Maize (white),13618.616411372122,2012-10,KG,-257.8402555941175
Honduras,National Average,Maize (white),14494.789873893047,2012-11,KG,876.1734625209247
Honduras,National Average,Maize (white),14745.805876547925,2012-12,KG,251.01600265487832
Honduras,National Average,Maize (white),14385.616459018369,2013-1,KG,-360.1894175295565
Honduras,National Average,Maize (white),13855.215294322737,2013-2,KG,-530.4011646956315
Honduras,National Average,Maize (white),12213.31284415418,2013-3,KG,-1641.902450168558
Honduras,National Average,Maize (white),11259.3865841853,2013-4,KG,-953.9262599688791
Honduras,National Average,Maize (white),12146.119558849749,2013-5,KG,886.7329746644482
Honduras,National Average,Maize (white),12379.128809511447,2013-6,KG,233.0092506616984
Honduras,National Average,Maize (white),10316.253109789075,2013-7,KG,-2062.875699722372
Honduras,National Average,Maize (white),10405.848080825714,2013-8,KG,89.59497103663853
Honduras,National Average,Maize (white),12348.355689056916,2013-9,KG,1942.5076082312025
Honduras,National Average,Maize (white),17386.837787581582,2013-10,KG,5038.482098524666
Honduras,National Average,Maize (white),18111.234333459928,2013-11,KG,724.3965458783459
Honduras,National Average,Maize (white),18923.36507936508,2013-12,KG,812.1307459051532
Honduras,National Average,Maize (white),18741.29426964584,2014-1,KG,-182.07080971924006
Honduras,National Average,Maize (white),18493.228092541904,2014-2,KG,-248.06617710393766
Honduras,National Average,Maize (white),18199.782279788917,2014-3,KG,-293.44581275298697
Honduras,National Average,Maize (white),17144.50238120068,2014-4,KG,-1055.2798985882364
Honduras,National Average,Maize (white),16305.613779878999,2014-5,KG,-838.8886013216816
Honduras,National Average,Maize (white),13510.36570332831,2014-6,KG,-2795.248076550688
Honduras,National Average,Maize (white),12725.994065281899,2014-7,KG,-784.371638046412
Honduras,National Average,Maize (white),12546.002391188214,2014-8,KG,-179.9916740936842
Honduras,National Average,Maize (white),13000.050081712268,2014-9,KG,454.0476905240539
Honduras,National Average,Maize (white),13829.344138182429,2014-10,KG,829.2940564701603
Honduras,National Average,Maize (white),16292.686069175119,2014-11,KG,2463.3419309926903
Honduras,National Average,Maize (white),16580.24272171048,2014-12,KG,287.55665253536245
Honduras,National Average,Maize (white),14242.401919749986,2015-1,KG,-2337.840801960496
Honduras,National Average,Maize (white),13172.78827294312,2015-2,KG,-1069.6136468068653
Honduras,National Average,Maize (white),13067.567844342038,2015-3,KG,-105.22042860108195
Honduras,National Average,Maize (white),12874.418604651164,2015-4,KG,-193.1492396908743
Honduras,National Average,Maize (white),13206.188874514875,2015-5,KG,331.7702698637113
Honduras,National Average,Maize (white),12009.863529411765,2015-6,KG,-1196.3253451031105
Honduras,National Average,Maize (white),11320.008871146596,2015-7,KG,-689.8546582651688
Honduras,National Average,Maize (white),11125.091543156059,2015-8,KG,-194.91732799053716
