adm0_name,mkt_name,cm_name,mp_price,date,um_name,Diff
Armenia,National Average,Fuel (diesel),7230.239748140186,2008-4,KG,-173.79546383954312
Armenia,National Average,Fuel (diesel),6022.876916036329,2008-5,KG,-1207.3628321038568
Armenia,National Average,Fuel (diesel),5945.355526280118,2008-6,KG,-77.52138975621074
Armenia,National Average,Fuel (diesel),5881.2238727010745,2008-7,KG,-64.13165357904381
Armenia,National Average,Fuel (diesel),5347.584890176753,2008-8,KG,-533.6389825243214
Armenia,National Average,Fuel (diesel),8303.842694820032,2008-11,KG,2956.257804643279
Armenia,National Average,Fuel (diesel),8812.552224620904,2008-12,KG,508.7095298008717
Armenia,National Average,Fuel (diesel),8563.729866448646,2009-1,KG,-248.82235817225774
Armenia,National Average,Fuel (diesel),8865.13160943543,2009-2,KG,301.4017429867836
Armenia,National Average,Fuel (diesel),9790.411256649608,2009-3,KG,925.2796472141781
Armenia,National Average,Fuel (diesel),9651.092871381194,2009-4,KG,-139.3183852684142
Armenia,National Average,Fuel (diesel),9752.36253668206,2009-5,KG,101.26966530086611
Armenia,National Average,Fuel (diesel),8980.42370574284,2009-6,KG,-771.9388309392198
Armenia,National Average,Fuel (diesel),9005.411383584113,2009-7,KG,24.98767784127267
Armenia,National Average,Fuel (diesel),8664.510792964897,2009-8,KG,-340.900590619216
Armenia,National Average,Fuel (diesel),8860.957787954547,2009-9,KG,196.4469949896502
Armenia,National Average,Fuel (diesel),8625.627825863456,2009-10,KG,-235.32996209109115
Armenia,National Average,Fuel (diesel),8556.39944240643,2009-11,KG,-69.22838345702621
Armenia,National Average,Fuel (diesel),8384.245857734722,2009-12,KG,-172.153584671707
Armenia,National Average,Fuel (diesel),8618.46612120734,2010-1,KG,234.22026347261817
Armenia,National Average,Fuel (diesel),8684.055665508766,2010-2,KG,65.58954430142512
Armenia,National Average,Fuel (diesel),8406.093563160279,2010-3,KG,-277.96210234848695
Armenia,National Average,Fuel (diesel),7947.21865368223,2010-4,KG,-458.8749094780487
Armenia,National Average,Fuel (diesel),7959.285551973585,2010-5,KG,12.066898291354846
Armenia,National Average,Fuel (diesel),7721.517499636807,2010-6,KG,-237.76805233677806
Armenia,National Average,Fuel (diesel),7776.102201963066,2010-7,KG,54.5847023262595
Armenia,National Average,Fuel (diesel),8020.3285898031645,2010-8,KG,244.22638784009814
Armenia,National Average,Fuel (diesel),7884.139112295573,2010-9,KG,-136.18947750759162
Armenia,National Average,Fuel (diesel),7532.156149656581,2010-10,KG,-351.9829626389919
