adm0_name,mkt_name,cm_name,mp_price,date,um_name,Diff
Benin,Malanville (CBM),Maize,8512.829954875968,2003-1,KG,1249.0457847848475
Benin,Malanville (CBM),Maize,8156.526609075509,2003-2,KG,-356.3033458004584
Benin,Malanville (CBM),Maize,9274.422899353647,2003-3,KG,1117.8962902781377
Benin,Malanville (CBM),Maize,9218.653669652183,2003-4,KG,-55.7692297014637
Benin,Malanville (CBM),Maize,9189.280080762192,2003-5,KG,-29.37358888999188
Benin,Malanville (CBM),Maize,9096.302542002371,2003-6,KG,-92.97753875982016
Benin,Malanville (CBM),Maize,10527.38519987741,2003-7,KG,1431.0826578750384
Benin,Malanville (CBM),Maize,10025.876845764637,2003-8,KG,-501.5083541127733
Benin,Malanville (CBM),Maize,9295.659042133058,2003-9,KG,-730.2178036315781
Benin,Malanville (CBM),Maize,9905.792172812973,2003-10,KG,610.1331306799148
Benin,Malanville (CBM),Maize,11457.863268035559,2003-11,KG,1552.0710952225854
Benin,Malanville (CBM),Maize,9245.060185515802,2003-12,KG,-2212.8030825197566
Benin,Malanville (CBM),Maize,7353.613053613054,2005-1,KG,-1891.447131902748
Benin,Malanville (CBM),Maize,6289.696562808344,2005-2,KG,-1063.9164908047096
Benin,Malanville (CBM),Maize,5079.614872746989,2005-3,KG,-1210.0816900613554
Benin,Malanville (CBM),Maize,4762.838347891729,2005-4,KG,-316.7765248552596
Benin,Malanville (CBM),Maize,4440.431460415949,2005-5,KG,-322.4068874757804
Benin,Malanville (CBM),Maize,3920.531900863337,2005-6,KG,-519.8995595526121
Benin,Malanville (CBM),Maize,3019.175968515318,2005-7,KG,-901.355932348019
Benin,Malanville (CBM),Maize,3832.648608442324,2005-8,KG,813.4726399270062
Benin,Malanville (CBM),Maize,8065.423827860042,2005-9,KG,4232.775219417718
Benin,Malanville (CBM),Maize,9256.998278314246,2005-10,KG,1191.5744504542035
Benin,Malanville (CBM),Maize,7901.212039894451,2005-11,KG,-1355.7862384197952
Benin,Malanville (CBM),Maize,7772.541230893002,2005-12,KG,-128.67080900144902
Benin,Malanville (CBM),Maize,7524.983014894273,2006-1,KG,-247.55821599872888
Benin,Malanville (CBM),Maize,8088.255547246697,2006-2,KG,563.2725323524237
Benin,Malanville (CBM),Maize,6876.178874819682,2006-3,KG,-1212.0766724270143
Benin,Malanville (CBM),Maize,6278.609062170705,2006-4,KG,-597.569812648977
Benin,Malanville (CBM),Maize,6055.113620324629,2006-5,KG,-223.49544184607657
Benin,Malanville (CBM),Maize,6790.486039296795,2006-6,KG,735.3724189721661
Benin,Malanville (CBM),Maize,9941.20500233754,2007-1,KG,3150.7189630407447
Benin,Malanville (CBM),Maize,10576.139573740555,2007-2,KG,634.9345714030151
Benin,Malanville (CBM),Maize,9863.013301514526,2007-3,KG,-713.126272226029
Benin,Malanville (CBM),Maize,8890.50959466822,2007-4,KG,-972.5037068463062
Benin,Malanville (CBM),Maize,6005.795772854594,2008-1,KG,-2884.713821813625
Benin,Malanville (CBM),Maize,5478.669712338844,2008-2,KG,-527.1260605157504
Benin,Malanville (CBM),Maize,5025.98293755372,2008-3,KG,-452.6867747851238
Benin,Malanville (CBM),Maize,4942.349496225182,2008-4,KG,-83.63344132853854
Benin,Malanville (CBM),Maize,4264.259149319748,2008-5,KG,-678.0903469054338
Benin,Malanville (CBM),Maize,3615.4460909555437,2008-6,KG,-648.8130583642042
Benin,Malanville (CBM),Maize,3063.2741064006655,2008-7,KG,-552.1719845548782
Benin,Malanville (CBM),Maize,3338.1714626487105,2008-8,KG,274.89735624804507
Benin,Malanville (CBM),Maize,5928.053286414478,2008-9,KG,2589.8818237657674
Benin,Malanville (CBM),Maize,6689.573405945088,2008-10,KG,761.5201195306099
Benin,Malanville (CBM),Maize,6512.728276877761,2008-11,KG,-176.84512906732652
Benin,Malanville (CBM),Maize,5614.937767238997,2008-12,KG,-897.790509638764
Benin,Malanville (CBM),Maize,5699.602670462406,2009-1,KG,84.66490322340906
