quote_currency,base_currency,datetime,rate
USD,AFN,2017-12-01,0.014452
USD,AFN,2017-11-01,0.014568
USD,AFN,2017-10-01,0.014632
USD,AFN,2017-09-01,0.014584
USD,AFN,2017-08-01,0.014608
USD,AFN,2017-07-01,0.014653
USD,AFN,2017-06-01,0.014677
USD,AFN,2017-05-01,0.014704
USD,AFN,2017-04-01,0.014830
USD,AFN,2017-03-01,0.014986
USD,AFN,2017-02-01,0.014966
USD,AFN,2017-01-01,0.014966
USD,AFN,2016-12-01,0.014984
USD,AFN,2016-11-01,0.015040
USD,AFN,2016-10-01,0.015170
USD,AFN,2016-09-01,0.015004
USD,AFN,2016-08-01,0.014872
USD,AFN,2016-07-01,0.014549
USD,AFN,2016-06-01,0.014475
USD,AFN,2016-05-01,0.014564
USD,AFN,2016-04-01,0.014612
USD,AFN,2016-03-01,0.014602
USD,AFN,2016-02-01,0.014517
USD,AFN,2016-01-01,0.014578
USD,AFN,2015-12-01,0.014802
USD,AFN,2015-11-01,0.015048
USD,AFN,2015-10-01,0.015517
USD,AFN,2015-09-01,0.015677
USD,AFN,2015-08-01,0.015819
USD,AFN,2015-07-01,0.016478
USD,AFN,2015-06-01,0.017056
USD,AFN,2015-05-01,0.017277
USD,AFN,2015-04-01,0.017277
USD,AFN,2015-03-01,0.017338
USD,AFN,2015-02-01,0.017452
USD,AFN,2015-01-01,0.017336
USD,AFN,2014-12-01,0.017216
USD,AFN,2014-11-01,0.017269
USD,AFN,2014-10-01,0.017355
USD,AFN,2014-09-01,0.017468
USD,AFN,2014-08-01,0.017611
USD,AFN,2014-07-01,0.017510
USD,AFN,2014-06-01,0.017294
USD,AFN,2014-05-01,0.017417
USD,AFN,2014-04-01,0.017480
USD,AFN,2014-03-01,0.017418
USD,AFN,2014-02-01,0.017489
USD,AFN,2014-01-01,0.017627
USD,AFN,2013-12-01,0.017474
USD,AFN,2013-11-01,0.017311
USD,AFN,2013-10-01,0.017466
USD,AFN,2013-09-01,0.017526
USD,AFN,2013-08-01,0.017746
USD,AFN,2013-07-01,0.017616
USD,AFN,2013-06-01,0.017896
USD,AFN,2013-05-01,0.018094
USD,AFN,2013-04-01,0.018314
USD,AFN,2013-03-01,0.018686
USD,AFN,2013-02-01,0.019086
USD,AFN,2013-01-01,0.019310
USD,AFN,2012-12-01,0.019216
USD,AFN,2012-11-01,0.018806
USD,AFN,2012-10-01,0.019008
USD,AFN,2012-09-01,0.019272
USD,AFN,2012-08-01,0.019486
USD,AFN,2012-07-01,0.019401
USD,AFN,2012-06-01,0.019614
USD,AFN,2012-05-01,0.019965
USD,AFN,2012-04-01,0.020036
USD,AFN,2012-03-01,0.020191
USD,AFN,2012-02-01,0.020271
USD,AFN,2012-01-01,0.020232
USD,AFN,2011-12-01,0.020452
USD,AFN,2011-11-01,0.020750
USD,AFN,2011-10-01,0.020912
USD,AFN,2011-09-01,0.020874
USD,AFN,2011-08-01,0.021196
USD,AFN,2011-07-01,0.020988
USD,AFN,2011-06-01,0.021446
USD,AFN,2011-05-01,0.021704
USD,AFN,2011-04-01,0.021858
USD,AFN,2011-03-01,0.022068
USD,AFN,2011-02-01,0.022087
USD,AFN,2011-01-01,0.022044
USD,AFN,2010-12-01,0.022084
USD,AFN,2010-11-01,0.022118
USD,AFN,2010-10-01,0.022154
USD,AFN,2010-09-01,0.022071
USD,AFN,2010-08-01,0.021804
USD,AFN,2010-07-01,0.022082
USD,AFN,2010-06-01,0.021576
USD,AFN,2010-05-01,0.021528
USD,AFN,2010-04-01,0.020983
USD,AFN,2010-03-01,0.020733
USD,AFN,2010-02-01,0.021076
USD,AFN,2010-01-01,0.020424
USD,AFN,2009-12-01,0.020350
USD,AFN,2009-11-01,0.020350
USD,AFN,2009-10-01,0.020245
USD,AFN,2009-09-01,0.020010
USD,AFN,2009-08-01,0.020229
USD,AFN,2009-07-01,0.020002
USD,AFN,2009-06-01,0.019102
USD,AFN,2009-05-01,0.019102
USD,AFN,2009-04-01,0.019102
USD,AFN,2009-03-01,0.019102
USD,AFN,2009-02-01,0.019108
USD,AFN,2009-01-01,0.019220
USD,AFN,2008-12-01,0.019218
USD,AFN,2008-11-01,0.019212
USD,AFN,2008-10-01,0.019639
USD,AFN,2008-09-01,0.019843
USD,AFN,2008-08-01,0.019980
USD,AFN,2008-07-01,0.019975
USD,AFN,2008-06-01,0.020048
USD,AFN,2008-05-01,0.020073
USD,AFN,2008-04-01,0.019971
USD,AFN,2008-03-01,0.020144
USD,AFN,2008-02-01,0.020272
USD,AFN,2008-01-01,0.020172
USD,AFN,2007-12-01,0.020121
USD,AFN,2007-11-01,0.020030
USD,AFN,2007-10-01,0.020030
USD,AFN,2007-09-01,0.020028
USD,AFN,2007-08-01,0.020068
USD,AFN,2007-07-01,0.020052
USD,AFN,2007-06-01,0.019940
USD,AFN,2007-05-01,0.019940
USD,AFN,2007-04-01,0.019952
USD,AFN,2007-03-01,0.019979
USD,AFN,2007-02-01,0.020012
USD,AFN,2007-01-01,0.020066
USD,AFN,2006-12-01,0.020048
USD,AFN,2006-11-01,0.020074
USD,AFN,2006-10-01,0.020094
USD,AFN,2006-09-01,0.019973
USD,AFN,2006-08-01,0.019952
USD,AFN,2006-07-01,0.019947
USD,AFN,2006-06-01,0.020122
USD,AFN,2006-05-01,0.020152
USD,AFN,2006-04-01,0.020044
USD,AFN,2006-03-01,0.021848
USD,AFN,2006-02-01,0.022851
USD,AFN,2006-01-01,0.022851
USD,AFN,2005-12-01,0.022851
USD,AFN,2005-11-01,0.023094
USD,AFN,2005-10-01,0.023373
USD,AFN,2005-09-01,0.023373
USD,AFN,2005-08-01,0.023373
USD,AFN,2005-07-01,0.023373
USD,AFN,2005-06-01,0.023373
USD,AFN,2005-05-01,0.023373
USD,AFN,2005-04-01,0.023373
USD,AFN,2005-03-01,0.023373
USD,AFN,2005-02-01,0.023373
USD,AFN,2005-01-01,0.023373
USD,AFN,2004-12-01,0.023373
USD,AFN,2004-11-01,0.023373
USD,AFN,2004-10-01,0.023373
USD,AFN,2004-09-01,0.023373
USD,AFN,2004-08-01,0.023373
USD,AFN,2004-07-01,0.023373
USD,AFN,2004-06-01,0.023373
USD,AFN,2004-05-01,0.023373
USD,AFN,2004-04-01,0.023373
USD,AFN,2004-03-01,0.023373
USD,AFN,2004-02-01,0.023373
USD,AFN,2004-01-01,0.023373
USD,AFN,2003-12-01,0.023373
USD,AFN,2003-11-01,0.023373
USD,AFN,2003-10-01,0.023373
USD,AFN,2003-09-01,0.023373
USD,AFN,2003-08-01,0.023373
USD,AFN,2003-07-01,0.023373
USD,AFN,2003-06-01,0.023373
USD,AFN,2003-05-01,0.023373
USD,AFN,2003-04-01,0.023373
USD,AFN,2003-03-01,0.023373
USD,AFN,2003-02-01,0.023373
USD,AFN,2003-01-01,0.023373
USD,AFN,2002-12-01,0.000212
USD,AFN,2002-11-01,0.000212
USD,AFN,2002-10-01,0.000212
USD,AFN,2002-09-01,0.000212
USD,AFN,2002-08-01,0.000212
USD,AFN,2002-07-01,0.000212
USD,AFN,2002-06-01,0.000212
USD,AFN,2002-05-01,0.000212
USD,AFN,2002-04-01,0.000212
USD,AFN,2002-03-01,0.000212
USD,AFN,2002-02-01,0.000212
USD,AFN,2002-01-01,0.000212
USD,AFN,2001-12-01,0.000211
USD,AFN,2001-11-01,0.000211
USD,AFN,2001-10-01,0.000211
USD,AFN,2001-09-01,0.000211
USD,AFN,2001-08-01,0.000211
USD,AFN,2001-07-01,0.000211
USD,AFN,2001-06-01,0.000211
USD,AFN,2001-05-01,0.000211
USD,AFN,2001-04-01,0.000211
USD,AFN,2001-03-01,0.000211
USD,AFN,2001-02-01,0.000211
USD,AFN,2001-01-01,0.000211
USD,AFN,2000-12-01,0.000211
USD,AFN,2000-11-01,0.000211
USD,AFN,2000-10-01,0.000211
USD,AFN,2000-09-01,0.000185
USD,AFN,2000-08-01,0.000211
USD,AFN,2000-07-01,0.000211
USD,AFN,2000-06-01,0.000212
USD,AFN,2000-05-01,0.000212
USD,AFN,2000-04-01,0.000212
USD,AFN,2000-03-01,0.000212
USD,AFN,2000-02-01,0.000211
USD,AFN,2000-01-01,0.000214
USD,AFN,1999-12-01,0.000213
USD,AFN,1999-11-01,0.000213
USD,AFN,1999-10-01,0.000213
USD,AFN,1999-09-01,0.000213
USD,AFN,1999-08-01,0.000213
USD,AFN,1999-07-01,0.000213
USD,AFN,1999-06-01,0.000213
USD,AFN,1999-05-01,0.000213
USD,AFN,1999-04-01,0.000213
USD,AFN,1999-03-01,0.000212
USD,AFN,1999-02-01,0.000211
USD,AFN,1999-01-01,0.000211
USD,AFN,1998-12-01,0.000211
USD,AFN,1998-11-01,0.000211
USD,AFN,1998-10-01,0.000211
USD,AFN,1998-09-01,0.000211
USD,AFN,1998-08-01,0.000211
USD,AFN,1998-07-01,0.000211
USD,AFN,1998-06-01,0.000211
USD,AFN,1998-05-01,0.000211
USD,AFN,1998-04-01,0.000211
USD,AFN,1998-03-01,0.000211
USD,AFN,1998-02-01,0.000211
USD,AFN,1998-01-01,0.000211
USD,AFN,1997-12-01,0.000211
USD,AFN,1997-11-01,0.000211
USD,AFN,1997-10-01,0.000211
USD,AFN,1997-09-01,0.000211
USD,AFN,1997-08-01,0.000211
USD,AFN,1997-07-01,0.000211
USD,AFN,1997-06-01,0.000211
USD,AFN,1997-05-01,0.000211
USD,AFN,1997-04-01,0.000211
USD,AFN,1997-03-01,0.000211
USD,AFN,1997-02-01,0.000211
USD,AFN,1997-01-01,0.000211
USD,AFN,1996-12-01,0.000211
USD,AFN,1996-11-01,0.000211
USD,AFN,1996-10-01,0.000211
USD,AFN,1996-09-01,0.000211
USD,AFN,1996-08-01,0.000211
USD,AFN,1996-07-01,0.000211
USD,AFN,1996-06-01,0.000211
USD,AFN,1996-05-01,0.000211
USD,AFN,1996-04-01,0.000211
USD,AFN,1996-03-01,0.000211
USD,AFN,1996-02-01,0.000211
USD,AFN,1996-01-01,0.000211
USD,AFN,1995-12-01,0.000215
USD,AFN,1995-11-01,0.000225
USD,AFN,1995-10-01,0.000277
USD,AFN,1995-09-01,0.000289
USD,AFN,1995-08-01,0.000289
USD,AFN,1995-07-01,0.000289
USD,AFN,1995-06-01,0.000289
USD,AMD,2017-12-01,0.002070
USD,AMD,2017-11-01,0.002066
USD,AMD,2017-10-01,0.002084
USD,AMD,2017-09-01,0.002092
USD,AMD,2017-08-01,0.002094
USD,AMD,2017-07-01,0.002094
USD,AMD,2017-06-01,0.002081
USD,AMD,2017-05-01,0.002072
USD,AMD,2017-04-01,0.002066
USD,AMD,2017-03-01,0.002070
USD,AMD,2017-02-01,0.002058
USD,AMD,2017-01-01,0.002060
USD,AMD,2016-12-01,0.002071
USD,AMD,2016-11-01,0.002090
USD,AMD,2016-10-01,0.002104
USD,AMD,2016-09-01,0.002109
USD,AMD,2016-08-01,0.002103
USD,AMD,2016-07-01,0.002098
USD,AMD,2016-06-01,0.002094
USD,AMD,2016-05-01,0.002090
USD,AMD,2016-04-01,0.002078
USD,AMD,2016-03-01,0.002055
USD,AMD,2016-02-01,0.002024
USD,AMD,2016-01-01,0.002060
USD,AMD,2015-12-01,0.002070
USD,AMD,2015-11-01,0.002084
USD,AMD,2015-10-01,0.002116
USD,AMD,2015-09-01,0.002074
USD,AMD,2015-08-01,0.002090
USD,AMD,2015-07-01,0.002098
USD,AMD,2015-06-01,0.002102
USD,AMD,2015-05-01,0.002089
USD,AMD,2015-04-01,0.002112
USD,AMD,2015-03-01,0.002092
USD,AMD,2015-02-01,0.002090
USD,AMD,2015-01-01,0.002104
USD,AMD,2014-12-01,0.002174
USD,AMD,2014-11-01,0.002391
USD,AMD,2014-10-01,0.002448
USD,AMD,2014-09-01,0.002445
USD,AMD,2014-08-01,0.002443
USD,AMD,2014-07-01,0.002456
USD,AMD,2014-06-01,0.002434
USD,AMD,2014-05-01,0.002420
USD,AMD,2014-04-01,0.002413
USD,AMD,2014-03-01,0.002416
USD,AMD,2014-02-01,0.002430
USD,AMD,2014-01-01,0.002468
USD,AMD,2013-12-01,0.002468
USD,AMD,2013-11-01,0.002465
USD,AMD,2013-10-01,0.002462
USD,AMD,2013-09-01,0.002447
USD,AMD,2013-08-01,0.002453
USD,AMD,2013-07-01,0.002436
USD,AMD,2013-06-01,0.002405
USD,AMD,2013-05-01,0.002409
USD,AMD,2013-04-01,0.002400
USD,AMD,2013-03-01,0.002418
USD,AMD,2013-02-01,0.002458
USD,AMD,2013-01-01,0.002477
USD,AMD,2012-12-01,0.002465
USD,AMD,2012-11-01,0.002456
USD,AMD,2012-10-01,0.002460
USD,AMD,2012-09-01,0.002448
USD,AMD,2012-08-01,0.002434
USD,AMD,2012-07-01,0.002420
USD,AMD,2012-06-01,0.002414
USD,AMD,2012-05-01,0.002515
USD,AMD,2012-04-01,0.002551
USD,AMD,2012-03-01,0.002570
USD,AMD,2012-02-01,0.002572
USD,AMD,2012-01-01,0.002590
USD,AMD,2011-12-01,0.002610
USD,AMD,2011-11-01,0.002612
USD,AMD,2011-10-01,0.002658
USD,AMD,2011-09-01,0.002686
USD,AMD,2011-08-01,0.002725
USD,AMD,2011-07-01,0.002724
USD,AMD,2011-06-01,0.002668
USD,AMD,2011-05-01,0.002672
USD,AMD,2011-04-01,0.002676
USD,AMD,2011-03-01,0.002720
USD,AMD,2011-02-01,0.002740
USD,AMD,2011-01-01,0.002744
USD,AMD,2010-12-01,0.002774
USD,AMD,2010-11-01,0.002767
USD,AMD,2010-10-01,0.002776
USD,AMD,2010-09-01,0.002752
USD,AMD,2010-08-01,0.002729
USD,AMD,2010-07-01,0.002727
USD,AMD,2010-06-01,0.002678
USD,AMD,2010-05-01,0.002598
USD,AMD,2010-04-01,0.002532
USD,AMD,2010-03-01,0.002537
USD,AMD,2010-02-01,0.002628
USD,AMD,2010-01-01,0.002648
USD,AMD,2009-12-01,0.002628
USD,AMD,2009-11-01,0.002583
USD,AMD,2009-10-01,0.002594
USD,AMD,2009-09-01,0.002631
USD,AMD,2009-08-01,0.002682
USD,AMD,2009-07-01,0.002739
USD,AMD,2009-06-01,0.002728
USD,AMD,2009-05-01,0.002685
USD,AMD,2009-04-01,0.002684
USD,AMD,2009-03-01,0.002734
USD,AMD,2009-02-01,0.003274
USD,AMD,2009-01-01,0.003271
USD,AMD,2008-12-01,0.003247
USD,AMD,2008-11-01,0.003277
USD,AMD,2008-10-01,0.003263
USD,AMD,2008-09-01,0.003310
USD,AMD,2008-08-01,0.003313
USD,AMD,2008-07-01,0.003308
USD,AMD,2008-06-01,0.003274
USD,AMD,2008-05-01,0.003253
USD,AMD,2008-04-01,0.003235
USD,AMD,2008-03-01,0.003241
USD,AMD,2008-02-01,0.003239
USD,AMD,2008-01-01,0.003263
USD,AMD,2007-12-01,0.003290
USD,AMD,2007-11-01,0.003154
USD,AMD,2007-10-01,0.003025
USD,AMD,2007-09-01,0.002969
USD,AMD,2007-08-01,0.002963
USD,AMD,2007-07-01,0.002942
USD,AMD,2007-06-01,0.002879
USD,AMD,2007-05-01,0.002801
USD,AMD,2007-04-01,0.002761
USD,AMD,2007-03-01,0.002820
USD,AMD,2007-02-01,0.002786
USD,AMD,2007-01-01,0.002751
USD,AMD,2006-12-01,0.002684
USD,AMD,2006-11-01,0.002622
USD,AMD,2006-10-01,0.002620
USD,AMD,2006-09-01,0.002478
USD,AMD,2006-08-01,0.002275
USD,AMD,2006-07-01,0.002275
USD,AMD,2006-06-01,0.002275
USD,AMD,2006-05-01,0.002275
USD,AMD,2006-04-01,0.002275
USD,AMD,2006-03-01,0.002275
USD,AMD,2006-02-01,0.002275
USD,AZN,2017-12-01,0.588830
USD,AZN,2017-11-01,0.588233
USD,AZN,2017-10-01,0.589530
USD,AZN,2017-09-01,0.588642
USD,AZN,2017-08-01,0.589572
USD,AZN,2017-07-01,0.590591
USD,AZN,2017-06-01,0.587519
USD,AZN,2017-05-01,0.587791
USD,AZN,2017-04-01,0.586089
USD,AZN,2017-03-01,0.576514
USD,AZN,2017-02-01,0.556365
USD,AZN,2017-01-01,0.550512
USD,AZN,2016-12-01,0.571483
USD,AZN,2016-11-01,0.591174
USD,AZN,2016-10-01,0.620551
USD,AZN,2016-09-01,0.611728
USD,AZN,2016-08-01,0.620366
USD,AZN,2016-07-01,0.641066
USD,AZN,2016-06-01,0.659797
USD,AZN,2016-05-01,0.665765
USD,AZN,2016-04-01,0.659678
USD,AZN,2016-03-01,0.624112
USD,AZN,2016-02-01,0.635997
USD,AZN,2016-01-01,0.888896
USD,AZN,2015-12-01,0.952502
USD,AZN,2015-11-01,0.952049
USD,AZN,2015-10-01,0.954111
USD,AZN,2015-09-01,0.954220
USD,AZN,2015-08-01,0.953468
USD,AZN,2015-07-01,0.953278
USD,AZN,2015-06-01,0.954084
USD,AZN,2015-05-01,0.954032
USD,AZN,2015-04-01,0.952262
USD,AZN,2015-03-01,0.953339
USD,AZN,2015-02-01,1.205230
USD,AZN,2015-01-01,1.274860
USD,AZN,2014-12-01,1.274767
USD,AZN,2014-11-01,1.274915
USD,AZN,2014-10-01,1.274924
USD,AZN,2014-09-01,1.274954
USD,AZN,2014-08-01,1.275024
USD,AZN,2014-07-01,1.274976
USD,AZN,2014-06-01,1.275019
USD,AZN,2014-05-01,1.274908
USD,AZN,2014-04-01,1.274964
USD,AZN,2014-03-01,1.274956
USD,AZN,2014-02-01,1.274896
USD,AZN,2014-01-01,1.274732
USD,AZN,2013-12-01,1.274846
USD,AZN,2013-11-01,1.274860
USD,AZN,2013-10-01,1.274888
USD,AZN,2013-09-01,1.274780
USD,AZN,2013-08-01,1.274919
USD,AZN,2013-07-01,1.274840
USD,AZN,2013-06-01,1.274514
USD,AZN,2013-05-01,1.274362
USD,AZN,2013-04-01,1.274469
USD,AZN,2013-03-01,1.274153
USD,AZN,2013-02-01,1.274400
USD,AZN,2013-01-01,1.273948
USD,AZN,2012-12-01,1.274158
USD,AZN,2012-11-01,1.274086
USD,AZN,2012-10-01,1.273764
USD,AZN,2012-09-01,1.273453
USD,AZN,2012-08-01,1.273176
USD,AZN,2012-07-01,1.272906
USD,AZN,2012-06-01,1.272691
USD,AZN,2012-05-01,1.272396
USD,AZN,2012-04-01,1.272091
USD,AZN,2012-03-01,1.271874
USD,AZN,2012-02-01,1.271824
USD,AZN,2012-01-01,1.271554
USD,AZN,2011-12-01,1.271634
USD,AZN,2011-11-01,1.271283
USD,AZN,2011-10-01,1.270805
USD,AZN,2011-09-01,1.271192
USD,AZN,2011-08-01,1.271508
USD,AZN,2011-07-01,1.271316
USD,AZN,2011-06-01,1.268978
USD,AZN,2011-05-01,1.264990
USD,AZN,2011-04-01,1.262697
USD,AZN,2011-03-01,1.260331
USD,AZN,2011-02-01,1.257248
USD,AZN,2011-01-01,1.253537
USD,AZN,2010-12-01,1.251691
USD,AZN,2010-11-01,1.249870
USD,AZN,2010-10-01,1.247431
USD,AZN,2010-09-01,1.244784
USD,AZN,2010-08-01,1.244311
USD,AZN,2010-07-01,1.244220
USD,AZN,2010-06-01,1.244168
USD,AZN,2010-05-01,1.244500
USD,AZN,2010-04-01,1.244603
USD,AZN,2010-03-01,1.244817
USD,AZN,2010-02-01,1.244801
USD,AZN,2010-01-01,1.245170
USD,AZN,2009-12-01,1.245374
USD,AZN,2009-11-01,1.245563
USD,AZN,2009-10-01,1.245009
USD,AZN,2009-09-01,1.244539
USD,AZN,2009-08-01,1.243662
USD,AZN,2009-07-01,1.243453
USD,AZN,2009-06-01,1.244010
USD,AZN,2009-05-01,1.244476
USD,AZN,2009-04-01,1.245021
USD,AZN,2009-03-01,1.244078
USD,AZN,2009-02-01,1.239939
USD,AZN,2009-01-01,1.244287
USD,AZN,2008-12-01,1.243277
USD,AZN,2008-11-01,1.236280
USD,AZN,2008-10-01,1.234599
USD,AZN,2008-09-01,1.231623
USD,AZN,2008-08-01,1.230727
USD,AZN,2008-07-01,1.238064
USD,AZN,2008-06-01,1.223926
USD,AZN,2008-05-01,1.210268
USD,AZN,2008-04-01,1.204833
USD,AZN,2008-03-01,1.191177
USD,AZN,2008-02-01,1.184581
USD,AZN,2008-01-01,1.182947
USD,AZN,2007-12-01,1.181968
USD,AZN,2007-11-01,1.179213
USD,AZN,2007-10-01,1.150054
USD,AZN,2007-09-01,1.094270
USD,AZN,2007-08-01,1.094270
USD,AZN,2007-07-01,1.094270
USD,AZN,2007-06-01,1.094270
USD,AZN,2007-05-01,1.094270
USD,AZN,2007-04-01,1.094270
USD,AZN,2007-03-01,1.094270
USD,AZN,2007-02-01,1.094270
USD,AZN,2007-01-01,1.094270
USD,AZN,2006-12-01,1.094270
USD,AZN,2006-11-01,1.094270
USD,AZN,2006-10-01,1.094270
USD,AZN,2006-09-01,1.094270
USD,AZN,2006-08-01,1.094270
USD,AZN,2006-07-01,1.094270
USD,AZN,2006-06-01,1.094270
USD,AZN,2006-05-01,1.094270
USD,AZN,2006-04-01,1.094159
USD,AZN,2006-03-01,1.088472
USD,AZN,2006-02-01,1.085440
USD,BDT,2017-12-01,0.012086
USD,BDT,2017-11-01,0.012048
USD,BDT,2017-10-01,0.012165
USD,BDT,2017-09-01,0.012255
USD,BDT,2017-08-01,0.012350
USD,BDT,2017-07-01,0.012373
USD,BDT,2017-06-01,0.012396
USD,BDT,2017-05-01,0.012332
USD,BDT,2017-04-01,0.012261
USD,BDT,2017-03-01,0.012487
USD,BDT,2017-02-01,0.012518
USD,BDT,2017-01-01,0.012623
USD,BDT,2016-12-01,0.012602
USD,BDT,2016-11-01,0.012670
USD,BDT,2016-10-01,0.012758
USD,BDT,2016-09-01,0.012746
USD,BDT,2016-08-01,0.012746
USD,BDT,2016-07-01,0.012746
USD,BDT,2016-06-01,0.012742
USD,BDT,2016-05-01,0.012732
USD,BDT,2016-04-01,0.012765
USD,BDT,2016-03-01,0.012773
USD,BDT,2016-02-01,0.012736
USD,BDT,2016-01-01,0.012747
USD,BDT,2015-12-01,0.012796
USD,BDT,2015-11-01,0.012840
USD,BDT,2015-10-01,0.012838
USD,BDT,2015-09-01,0.012852
USD,BDT,2015-08-01,0.012851
USD,BDT,2015-07-01,0.012854
USD,BDT,2015-06-01,0.012867
USD,BDT,2015-05-01,0.012850
USD,BDT,2015-04-01,0.012870
USD,BDT,2015-03-01,0.012848
USD,BDT,2015-02-01,0.012849
USD,BDT,2015-01-01,0.012839
USD,BDT,2014-12-01,0.012899
USD,BDT,2014-11-01,0.012940
USD,BDT,2014-10-01,0.012922
USD,BDT,2014-09-01,0.012905
USD,BDT,2014-08-01,0.012896
USD,BDT,2014-07-01,0.012883
USD,BDT,2014-06-01,0.012890
USD,BDT,2014-05-01,0.012886
USD,BDT,2014-04-01,0.012870
USD,BDT,2014-03-01,0.012872
USD,BDT,2014-02-01,0.012887
USD,BDT,2014-01-01,0.012872
USD,BDT,2013-12-01,0.012876
USD,BDT,2013-11-01,0.012878
USD,BDT,2013-10-01,0.012892
USD,BDT,2013-09-01,0.012892
USD,BDT,2013-08-01,0.012868
USD,BDT,2013-07-01,0.012854
USD,BDT,2013-06-01,0.012842
USD,BDT,2013-05-01,0.012830
USD,BDT,2013-04-01,0.012815
USD,BDT,2013-03-01,0.012725
USD,BDT,2013-02-01,0.012679
USD,BDT,2013-01-01,0.012556
USD,BDT,2012-12-01,0.012377
USD,BDT,2012-11-01,0.012278
USD,BDT,2012-10-01,0.012284
USD,BDT,2012-09-01,0.012231
USD,BDT,2012-08-01,0.012264
USD,BDT,2012-07-01,0.012207
USD,BDT,2012-06-01,0.012220
USD,BDT,2012-05-01,0.012205
USD,BDT,2012-04-01,0.012216
USD,BDT,2012-03-01,0.012228
USD,BDT,2012-02-01,0.012016
USD,BDT,2012-01-01,0.012036
USD,BDT,2011-12-01,0.012706
USD,BDT,2011-11-01,0.013072
USD,BDT,2011-10-01,0.013230
USD,BDT,2011-09-01,0.013419
USD,BDT,2011-08-01,0.013464
USD,BDT,2011-07-01,0.013432
USD,BDT,2011-06-01,0.013542
USD,BDT,2011-05-01,0.013647
USD,BDT,2011-04-01,0.013740
USD,BDT,2011-03-01,0.013916
USD,BDT,2011-02-01,0.014077
USD,BDT,2011-01-01,0.014095
USD,BDT,2010-12-01,0.014176
USD,BDT,2010-11-01,0.014199
USD,BDT,2010-10-01,0.014258
USD,BDT,2010-09-01,0.014388
USD,BDT,2010-08-01,0.014408
USD,BDT,2010-07-01,0.014404
USD,BDT,2010-06-01,0.014415
USD,BDT,2010-05-01,0.014433
USD,BDT,2010-04-01,0.014452
USD,BDT,2010-03-01,0.014446
USD,BDT,2010-02-01,0.014464
USD,BDT,2010-01-01,0.014470
USD,BDT,2009-12-01,0.014472
USD,BDT,2009-11-01,0.014520
USD,BDT,2009-10-01,0.014512
USD,BDT,2009-09-01,0.014518
USD,BDT,2009-08-01,0.014520
USD,BDT,2009-07-01,0.014502
USD,BDT,2009-06-01,0.014506
USD,BDT,2009-05-01,0.014516
USD,BDT,2009-04-01,0.014490
USD,BDT,2009-03-01,0.014554
USD,BDT,2009-02-01,0.014558
USD,BDT,2009-01-01,0.014552
USD,BDT,2008-12-01,0.014568
USD,BDT,2008-11-01,0.014563
USD,BDT,2008-10-01,0.014578
USD,BDT,2008-09-01,0.014632
USD,BDT,2008-08-01,0.014578
USD,BDT,2008-07-01,0.014588
USD,BDT,2008-06-01,0.014597
USD,BDT,2008-05-01,0.014612
USD,BDT,2008-04-01,0.014568
USD,BDT,2008-03-01,0.014612
USD,BDT,2008-02-01,0.014602
USD,BDT,2008-01-01,0.014587
USD,BDT,2007-12-01,0.014590
USD,BDT,2007-11-01,0.014622
USD,BDT,2007-10-01,0.014632
USD,BDT,2007-09-01,0.014588
USD,BDT,2007-08-01,0.014614
USD,BDT,2007-07-01,0.014572
USD,BDT,2007-06-01,0.014526
USD,BDT,2007-05-01,0.014496
USD,BDT,2007-04-01,0.014527
USD,BDT,2007-03-01,0.014510
USD,BDT,2007-02-01,0.014509
USD,BDT,2007-01-01,0.014383
USD,BDT,2006-12-01,0.014416
USD,BDT,2006-11-01,0.014482
USD,BDT,2006-10-01,0.015007
USD,BDT,2006-09-01,0.014859
USD,BDT,2006-08-01,0.014402
USD,BDT,2006-07-01,0.014421
USD,BDT,2006-06-01,0.014609
USD,BDT,2006-05-01,0.014630
USD,BDT,2006-04-01,0.014502
USD,BDT,2006-03-01,0.014581
USD,BDT,2006-02-01,0.014888
USD,BDT,2006-01-01,0.015074
USD,BDT,2005-12-01,0.015138
USD,BDT,2005-11-01,0.015204
USD,BDT,2005-10-01,0.015216
USD,BDT,2005-09-01,0.015221
USD,BDT,2005-08-01,0.015334
USD,BDT,2005-07-01,0.015564
USD,BDT,2005-06-01,0.015706
USD,BDT,2005-05-01,0.015744
USD,BDT,2005-04-01,0.015772
USD,BDT,2005-03-01,0.015834
USD,BDT,2005-02-01,0.016081
USD,BDT,2005-01-01,0.016632
USD,BDT,2004-12-01,0.016750
USD,BDT,2004-11-01,0.016820
USD,BDT,2004-10-01,0.016857
USD,BDT,2004-09-01,0.016855
USD,BDT,2004-08-01,0.016878
USD,BDT,2004-07-01,0.016858
USD,BDT,2004-06-01,0.016680
USD,BDT,2004-05-01,0.016844
USD,BDT,2004-04-01,0.016976
USD,BDT,2004-03-01,0.017003
USD,BDT,2004-02-01,0.017033
USD,BDT,2004-01-01,0.017051
USD,BDT,2003-12-01,0.017142
USD,BDT,2003-11-01,0.017152
USD,BDT,2003-10-01,0.017137
USD,BDT,2003-09-01,0.017137
USD,BDT,2003-08-01,0.017144
USD,BDT,2003-07-01,0.017164
USD,BDT,2003-06-01,0.017150
USD,BDT,2003-05-01,0.017218
USD,BDT,2003-04-01,0.017201
USD,BDT,2003-03-01,0.017198
