quote_currency,base_currency,datetime,rate
USD,GTQ,2013-01-01,0.126920
USD,GTQ,2012-12-01,0.126784
USD,GTQ,2012-11-01,0.127341
USD,GTQ,2012-10-01,0.126310
USD,GTQ,2012-09-01,0.125510
USD,GTQ,2012-08-01,0.127157
USD,GTQ,2012-07-01,0.127738
USD,GTQ,2012-06-01,0.127785
USD,GTQ,2012-05-01,0.128566
USD,GTQ,2012-04-01,0.129381
USD,GTQ,2012-03-01,0.129240
USD,GTQ,2012-02-01,0.128528
USD,GTQ,2012-01-01,0.128066
USD,GTQ,2011-12-01,0.128030
USD,GTQ,2011-11-01,0.127981
USD,GTQ,2011-10-01,0.127512
USD,GTQ,2011-09-01,0.127495
USD,GTQ,2011-08-01,0.128216
USD,GTQ,2011-07-01,0.128872
USD,GTQ,2011-06-01,0.128362
USD,GTQ,2011-05-01,0.130825
USD,GTQ,2011-04-01,0.131042
USD,GTQ,2011-03-01,0.129608
USD,GTQ,2011-02-01,0.128166
USD,GTQ,2011-01-01,0.125440
USD,GTQ,2010-12-01,0.125460
USD,GTQ,2010-11-01,0.124800
USD,GTQ,2010-10-01,0.123948
USD,GTQ,2010-09-01,0.123988
USD,GTQ,2010-08-01,0.125076
USD,GTQ,2010-07-01,0.124950
USD,GTQ,2010-06-01,0.124885
USD,GTQ,2010-05-01,0.124932
USD,GTQ,2010-04-01,0.125022
USD,GTQ,2010-03-01,0.124418
USD,GTQ,2010-02-01,0.121950
USD,GTQ,2010-01-01,0.119663
USD,GTQ,2009-12-01,0.120250
USD,GTQ,2009-11-01,0.120761
USD,GTQ,2009-10-01,0.120118
USD,GTQ,2009-09-01,0.120641
USD,GTQ,2009-08-01,0.121595
USD,GTQ,2009-07-01,0.122719
USD,GTQ,2009-06-01,0.122933
USD,GTQ,2009-05-01,0.123494
USD,GTQ,2009-04-01,0.123368
USD,GTQ,2009-03-01,0.124114
USD,GTQ,2009-02-01,0.126150
USD,GTQ,2009-01-01,0.127444
USD,GTQ,2008-12-01,0.130135
USD,GTQ,2008-11-01,0.130951
USD,GTQ,2008-10-01,0.132758
USD,GTQ,2008-09-01,0.134224
USD,GTQ,2008-08-01,0.134568
USD,GTQ,2008-07-01,0.134175
USD,GTQ,2008-06-01,0.133876
USD,GTQ,2008-05-01,0.134668
USD,GTQ,2008-04-01,0.132568
USD,GTQ,2008-03-01,0.130891
USD,GTQ,2008-02-01,0.129472
USD,GTQ,2008-01-01,0.130120
USD,GTQ,2007-12-01,0.131200
USD,GTQ,2007-11-01,0.131064
USD,GTQ,2007-10-01,0.129586
USD,GTQ,2007-09-01,0.130170
USD,GTQ,2007-08-01,0.130787
USD,GTQ,2007-07-01,0.130410
USD,GTQ,2007-06-01,0.130349
USD,GTQ,2007-05-01,0.130948
USD,GTQ,2007-04-01,0.130756
USD,GTQ,2007-03-01,0.130056
USD,GTQ,2007-02-01,0.130030
USD,GTQ,2007-01-01,0.130488
USD,GTQ,2006-12-01,0.131376
USD,GTQ,2006-11-01,0.131805
USD,GTQ,2006-10-01,0.131452
USD,GTQ,2006-09-01,0.131574
USD,GTQ,2006-08-01,0.132122
USD,GTQ,2006-07-01,0.132138
USD,GTQ,2006-06-01,0.131690
USD,GTQ,2006-05-01,0.131998
USD,GTQ,2006-04-01,0.131928
USD,GTQ,2006-03-01,0.131362
USD,GTQ,2006-02-01,0.131422
USD,GTQ,2006-01-01,0.131337
USD,GTQ,2005-12-01,0.131304
USD,GTQ,2005-11-01,0.131288
USD,GTQ,2005-10-01,0.129996
USD,GTQ,2005-09-01,0.131225
USD,GTQ,2005-08-01,0.131622
USD,GTQ,2005-07-01,0.131588
USD,GTQ,2005-06-01,0.131220
USD,GTQ,2005-05-01,0.131626
USD,GTQ,2005-04-01,0.131442
USD,GTQ,2005-03-01,0.131433
USD,GTQ,2005-02-01,0.129653
USD,GTQ,2005-01-01,0.128798
USD,GTQ,2004-12-01,0.128490
USD,GTQ,2004-11-01,0.129460
USD,GTQ,2004-10-01,0.127758
USD,GTQ,2004-09-01,0.126610
USD,GTQ,2004-08-01,0.126315
USD,GTQ,2004-07-01,0.126737
USD,GTQ,2004-06-01,0.125976
USD,GTQ,2004-05-01,0.125192
USD,GTQ,2004-04-01,0.124132
USD,GTQ,2004-03-01,0.123440
USD,GTQ,2004-02-01,0.123402
USD,GTQ,2004-01-01,0.123560
USD,GTQ,2003-12-01,0.124614
USD,GTQ,2003-11-01,0.123655
USD,GTQ,2003-10-01,0.123742
USD,GTQ,2003-09-01,0.125564
USD,GTQ,2003-08-01,0.126300
USD,GTQ,2003-07-01,0.126164
USD,GTQ,2003-06-01,0.126271
USD,GTQ,2003-05-01,0.126782
USD,GTQ,2003-04-01,0.126634
USD,GTQ,2003-03-01,0.126679
USD,GTQ,2003-02-01,0.127842
USD,GTQ,2003-01-01,0.128616
USD,GTQ,2002-12-01,0.130427
USD,GTQ,2002-11-01,0.130848
USD,GTQ,2002-10-01,0.129393
USD,GTQ,2002-09-01,0.128370
USD,GTQ,2002-08-01,0.128762
USD,GTQ,2002-07-01,0.127352
USD,GTQ,2002-06-01,0.126709
USD,GTQ,2002-05-01,0.127903
USD,GTQ,2002-04-01,0.127954
USD,GTQ,2002-03-01,0.126532
USD,GTQ,2002-02-01,0.126292
USD,GTQ,2002-01-01,0.125166
USD,GTQ,2001-12-01,0.125799
USD,GTQ,2001-11-01,0.124368
USD,GTQ,2001-10-01,0.124570
USD,GTQ,2001-09-01,0.126406
USD,GTQ,2001-08-01,0.127567
USD,GTQ,2001-07-01,0.128244
USD,GTQ,2001-06-01,0.128230
USD,GTQ,2001-05-01,0.128914
USD,GTQ,2001-04-01,0.129356
USD,GTQ,2001-03-01,0.130044
USD,GTQ,2001-02-01,0.129001
USD,GTQ,2001-01-01,0.128222
USD,GTQ,2000-12-01,0.129388
USD,GTQ,2000-11-01,0.128426
USD,GTQ,2000-10-01,0.127774
USD,GTQ,2000-09-01,0.128013
USD,GTQ,2000-08-01,0.128746
USD,GTQ,2000-07-01,0.128460
USD,GTQ,2000-06-01,0.129894
USD,GTQ,2000-05-01,0.130158
USD,GTQ,2000-04-01,0.129686
USD,GTQ,2000-03-01,0.130236
USD,GTQ,2000-02-01,0.128206
USD,GTQ,2000-01-01,0.127500
USD,GTQ,1999-12-01,0.129994
USD,GTQ,1999-11-01,0.129032
USD,GTQ,1999-10-01,0.127958
USD,GTQ,1999-09-01,0.129030
USD,GTQ,1999-08-01,0.133634
USD,GTQ,1999-07-01,0.135993
USD,GTQ,1999-06-01,0.136922
USD,GTQ,1999-05-01,0.138567
USD,GTQ,1999-04-01,0.141901
USD,GTQ,1999-03-01,0.145717
USD,GTQ,1999-02-01,0.145428
USD,GTQ,1999-01-01,0.144065
USD,GTQ,1998-12-01,0.150338
USD,GTQ,1998-11-01,0.152086
USD,GTQ,1998-10-01,0.152646
USD,GTQ,1998-09-01,0.155730
USD,GTQ,1998-08-01,0.157154
USD,GTQ,1998-07-01,0.158040
USD,GTQ,1998-06-01,0.159102
USD,GTQ,1998-05-01,0.159197
USD,GTQ,1998-04-01,0.158837
USD,GTQ,1998-03-01,0.160232
USD,GTQ,1998-02-01,0.160268
USD,GTQ,1998-01-01,0.160634
USD,GTQ,1997-12-01,0.161070
USD,GTQ,1997-11-01,0.161163
USD,GTQ,1997-10-01,0.162491
USD,GTQ,1997-09-01,0.164213
USD,GTQ,1997-08-01,0.167490
USD,GTQ,1997-07-01,0.168425
USD,GTQ,1997-06-01,0.168225
USD,GTQ,1997-05-01,0.166940
USD,GTQ,1997-04-01,0.166774
USD,GTQ,1997-03-01,0.165708
USD,GTQ,1997-02-01,0.164058
USD,GTQ,1997-01-01,0.165722
USD,GTQ,1996-12-01,0.166541
USD,GTQ,1996-11-01,0.165898
USD,GTQ,1996-10-01,0.165067
USD,GTQ,1996-09-01,0.165195
USD,GTQ,1996-08-01,0.164300
USD,GTQ,1996-07-01,0.163749
USD,GTQ,1996-06-01,0.163702
USD,GTQ,1996-05-01,0.164364
USD,GTQ,1996-04-01,0.162346
USD,GTQ,1996-03-01,0.161623
USD,GTQ,1996-02-01,0.162964
USD,GTQ,1996-01-01,0.168144
USD,GTQ,1995-12-01,0.168555
USD,GTQ,1995-11-01,0.168171
USD,GTQ,1995-10-01,0.173663
USD,GTQ,1995-09-01,0.174917
USD,GTQ,1995-08-01,0.174917
USD,GTQ,1995-07-01,0.174917
USD,GTQ,1995-06-01,0.174917
USD,HTG,2017-12-01,0.015732
USD,HTG,2017-11-01,0.015794
USD,HTG,2017-10-01,0.015812
USD,HTG,2017-09-01,0.015826
USD,HTG,2017-08-01,0.015756
USD,HTG,2017-07-01,0.016095
USD,HTG,2017-06-01,0.015900
USD,HTG,2017-05-01,0.014562
USD,HTG,2017-04-01,0.014622
USD,HTG,2017-03-01,0.014964
USD,HTG,2017-02-01,0.014940
USD,HTG,2017-01-01,0.014962
USD,HTG,2016-12-01,0.015104
USD,HTG,2016-11-01,0.015488
USD,HTG,2016-10-01,0.015404
USD,HTG,2016-09-01,0.015364
USD,HTG,2016-08-01,0.015568
USD,HTG,2016-07-01,0.015762
USD,HTG,2016-06-01,0.015900
USD,HTG,2016-05-01,0.015998
USD,HTG,2016-04-01,0.016053
USD,HTG,2016-03-01,0.016134
USD,HTG,2016-02-01,0.016541
USD,HTG,2016-01-01,0.017217
USD,HTG,2015-12-01,0.017742
USD,HTG,2015-11-01,0.018299
USD,HTG,2015-10-01,0.018476
USD,HTG,2015-09-01,0.018579
USD,HTG,2015-08-01,0.018450
USD,HTG,2015-07-01,0.018156
USD,HTG,2015-06-01,0.021028
USD,HTG,2015-05-01,0.021075
USD,HTG,2015-04-01,0.021103
USD,HTG,2015-03-01,0.021428
USD,HTG,2015-02-01,0.021615
USD,HTG,2015-01-01,0.021602
USD,HTG,2014-12-01,0.021593
USD,HTG,2014-11-01,0.021796
USD,HTG,2014-10-01,0.022494
USD,HTG,2014-09-01,0.022483
USD,HTG,2014-08-01,0.022432
USD,HTG,2014-07-01,0.022468
USD,HTG,2014-06-01,0.022274
USD,HTG,2014-05-01,0.022300
USD,HTG,2014-04-01,0.022420
USD,HTG,2014-03-01,0.022620
USD,HTG,2014-02-01,0.024762
USD,HTG,2014-01-01,0.023366
USD,HTG,2013-12-01,0.023299
USD,HTG,2013-11-01,0.023793
USD,HTG,2013-10-01,0.023231
USD,HTG,2013-09-01,0.023170
USD,HTG,2013-08-01,0.023068
USD,HTG,2013-07-01,0.023094
USD,HTG,2013-06-01,0.023510
USD,HTG,2013-05-01,0.023510
USD,HTG,2013-04-01,0.023548
USD,HTG,2013-03-01,0.023515
USD,HTG,2013-02-01,0.023493
USD,HTG,2013-01-01,0.023758
USD,HTG,2012-12-01,0.023730
USD,HTG,2012-11-01,0.023737
USD,HTG,2012-10-01,0.023736
USD,HTG,2012-09-01,0.023788
USD,HTG,2012-08-01,0.023712
USD,HTG,2012-07-01,0.023776
USD,HTG,2012-06-01,0.023861
USD,HTG,2012-05-01,0.023861
USD,HTG,2012-04-01,0.024212
USD,HTG,2012-03-01,0.024414
USD,HTG,2012-02-01,0.024776
USD,HTG,2012-01-01,0.024785
USD,HTG,2011-12-01,0.024770
USD,HTG,2011-11-01,0.024776
USD,HTG,2011-10-01,0.024818
USD,HTG,2011-09-01,0.024784
USD,HTG,2011-08-01,0.024818
USD,HTG,2011-07-01,0.024782
USD,HTG,2011-06-01,0.024750
USD,HTG,2011-05-01,0.024764
USD,HTG,2011-04-01,0.024780
USD,HTG,2011-03-01,0.024765
USD,HTG,2011-02-01,0.024785
USD,HTG,2011-01-01,0.025068
USD,HTG,2010-12-01,0.025088
USD,HTG,2010-11-01,0.025112
USD,HTG,2010-10-01,0.025174
USD,HTG,2010-09-01,0.025148
USD,HTG,2010-08-01,0.025188
USD,HTG,2010-07-01,0.025165
USD,HTG,2010-06-01,0.025146
USD,HTG,2010-05-01,0.025150
USD,HTG,2010-04-01,0.025122
USD,HTG,2010-03-01,0.025150
USD,HTG,2010-02-01,0.025114
USD,HTG,2010-01-01,0.025113
USD,HTG,2009-12-01,0.025088
USD,HTG,2009-11-01,0.025134
USD,HTG,2009-10-01,0.025150
USD,HTG,2009-09-01,0.025157
USD,HTG,2009-08-01,0.025115
USD,HTG,2009-07-01,0.025144
USD,HTG,2009-06-01,0.025155
USD,HTG,2009-05-01,0.025180
USD,HTG,2009-04-01,0.025132
USD,HTG,2009-03-01,0.025198
USD,HTG,2009-02-01,0.025214
USD,HTG,2009-01-01,0.025246
USD,HTG,2008-12-01,0.025277
USD,HTG,2008-11-01,0.025234
USD,HTG,2008-10-01,0.025510
USD,HTG,2008-09-01,0.025596
USD,HTG,2008-08-01,0.025646
USD,HTG,2008-07-01,0.025775
USD,HTG,2008-06-01,0.025884
USD,HTG,2008-05-01,0.026238
USD,HTG,2008-04-01,0.026180
USD,HTG,2008-03-01,0.026462
USD,HTG,2008-02-01,0.026964
USD,HTG,2008-01-01,0.027248
USD,HTG,2007-12-01,0.027301
USD,HTG,2007-11-01,0.027716
USD,HTG,2007-10-01,0.028114
USD,HTG,2007-09-01,0.028272
USD,HTG,2007-08-01,0.028761
USD,HTG,2007-07-01,0.028870
USD,HTG,2007-06-01,0.028191
USD,HTG,2007-05-01,0.027754
USD,HTG,2007-04-01,0.027608
USD,HTG,2007-03-01,0.026768
USD,HTG,2007-02-01,0.026486
USD,HTG,2007-01-01,0.026558
USD,HTG,2006-12-01,0.026581
USD,HTG,2006-11-01,0.026092
USD,HTG,2006-10-01,0.026159
USD,HTG,2006-09-01,0.026178
USD,HTG,2006-08-01,0.026018
USD,HTG,2006-07-01,0.025672
USD,HTG,2006-06-01,0.026062
USD,HTG,2006-05-01,0.025786
USD,HTG,2006-04-01,0.024266
USD,HTG,2006-03-01,0.023990
USD,HTG,2006-02-01,0.023826
USD,HTG,2006-01-01,0.023414
USD,HTG,2005-12-01,0.023770
USD,HTG,2005-11-01,0.023788
USD,HTG,2005-10-01,0.023762
USD,HTG,2005-09-01,0.024108
USD,HTG,2005-08-01,0.024005
USD,HTG,2005-07-01,0.024612
USD,HTG,2005-06-01,0.025946
USD,HTG,2005-05-01,0.026222
USD,HTG,2005-04-01,0.026641
USD,HTG,2005-03-01,0.027630
USD,HTG,2005-02-01,0.027624
USD,HTG,2005-01-01,0.027650
USD,HTG,2004-12-01,0.027924
USD,HTG,2004-11-01,0.028572
USD,HTG,2004-10-01,0.028545
USD,HTG,2004-09-01,0.028714
USD,HTG,2004-08-01,0.029102
USD,HTG,2004-07-01,0.029789
USD,HTG,2004-06-01,0.030356
USD,HTG,2004-05-01,0.029012
USD,HTG,2004-04-01,0.028546
USD,HTG,2004-03-01,0.024662
USD,HTG,2004-02-01,0.023536
USD,HTG,2004-01-01,0.023926
USD,HTG,2003-12-01,0.024540
USD,HTG,2003-11-01,0.024956
USD,HTG,2003-10-01,0.025428
USD,HTG,2003-09-01,0.026050
USD,HTG,2003-08-01,0.025884
USD,HTG,2003-07-01,0.025219
USD,HTG,2003-06-01,0.025962
USD,HTG,2003-05-01,0.025514
USD,HTG,2003-04-01,0.024775
USD,HTG,2003-03-01,0.024216
USD,HTG,2003-02-01,0.022880
USD,HTG,2003-01-01,0.026642
USD,HTG,2002-12-01,0.027644
USD,HTG,2002-11-01,0.029180
USD,HTG,2002-10-01,0.033948
USD,HTG,2002-09-01,0.035636
USD,HTG,2002-08-01,0.035370
USD,HTG,2002-07-01,0.036421
USD,HTG,2002-06-01,0.036637
USD,HTG,2002-05-01,0.037022
USD,HTG,2002-04-01,0.037101
USD,HTG,2002-03-01,0.036798
USD,HTG,2002-02-01,0.037858
USD,HTG,2002-01-01,0.038362
USD,HTG,2001-12-01,0.038763
USD,HTG,2001-11-01,0.038248
USD,HTG,2001-10-01,0.039816
USD,HTG,2001-09-01,0.041848
USD,HTG,2001-08-01,0.042165
USD,HTG,2001-07-01,0.043256
USD,HTG,2001-06-01,0.041605
USD,HTG,2001-05-01,0.041990
USD,HTG,2001-04-01,0.041664
USD,HTG,2001-03-01,0.042016
USD,HTG,2001-02-01,0.043152
USD,HTG,2001-01-01,0.045156
USD,HTG,2000-12-01,0.044611
USD,HTG,2000-11-01,0.042949
USD,HTG,2000-10-01,0.041548
USD,HTG,2000-09-01,0.042282
USD,HTG,2000-08-01,0.047878
USD,HTG,2000-07-01,0.051342
USD,HTG,2000-06-01,0.052908
USD,HTG,2000-05-01,0.053762
USD,HTG,2000-04-01,0.054757
USD,HTG,2000-03-01,0.053636
USD,HTG,2000-02-01,0.054678
USD,HTG,2000-01-01,0.056854
USD,HTG,1999-12-01,0.057624
USD,HTG,1999-11-01,0.059017
USD,HTG,1999-10-01,0.059094
USD,HTG,1999-09-01,0.059652
USD,HTG,1999-08-01,0.060087
USD,HTG,1999-07-01,0.060019
USD,HTG,1999-06-01,0.060241
USD,HTG,1999-05-01,0.060115
USD,HTG,1999-04-01,0.059472
USD,HTG,1999-03-01,0.059492
USD,HTG,1999-02-01,0.059326
USD,HTG,1999-01-01,0.058814
USD,HTG,1998-12-01,0.060445
USD,HTG,1998-11-01,0.060265
USD,HTG,1998-10-01,0.059871
USD,HTG,1998-09-01,0.059582
USD,HTG,1998-08-01,0.059002
USD,HTG,1998-07-01,0.059002
USD,HTG,1998-06-01,0.059002
USD,HTG,1998-05-01,0.058805
USD,HTG,1998-04-01,0.057717
USD,HTG,1998-03-01,0.057613
USD,HTG,1998-02-01,0.057680
USD,HTG,1998-01-01,0.058893
USD,HTG,1997-12-01,0.058539
USD,HTG,1997-11-01,0.058567
USD,HTG,1997-10-01,0.059203
USD,HTG,1997-09-01,0.060378
USD,HTG,1997-08-01,0.060575
USD,HTG,1997-07-01,0.060040
USD,HTG,1997-06-01,0.060320
USD,HTG,1997-05-01,0.065531
USD,HTG,1997-04-01,0.065531
USD,HTG,1997-03-01,0.065531
USD,HTG,1997-02-01,0.065531
USD,HTG,1997-01-01,0.065531
USD,HTG,1996-12-01,0.065538
USD,HTG,1996-11-01,0.065600
USD,HTG,1996-10-01,0.066024
USD,HTG,1996-09-01,0.061820
USD,HTG,1996-08-01,0.061820
USD,HTG,1996-07-01,0.061820
USD,HTG,1996-06-01,0.061820
USD,HTG,1996-05-01,0.061820
USD,HTG,1996-04-01,0.061820
USD,HTG,1996-03-01,0.061820
USD,HTG,1996-02-01,0.058018
USD,HTG,1996-01-01,0.052632
USD,HTG,1995-12-01,0.052632
USD,HTG,1995-11-01,0.052632
USD,HTG,1995-10-01,0.052632
USD,HTG,1995-09-01,0.052632
USD,HTG,1995-08-01,0.052632
USD,HTG,1995-07-01,0.052632
USD,HTG,1995-06-01,0.052632
USD,IDR,2017-12-01,0.000074
USD,IDR,2017-11-01,0.000074
USD,IDR,2017-10-01,0.000074
USD,IDR,2017-09-01,0.000076
USD,IDR,2017-08-01,0.000075
USD,IDR,2017-07-01,0.000075
USD,IDR,2017-06-01,0.000075
USD,IDR,2017-05-01,0.000075
USD,IDR,2017-04-01,0.000075
USD,IDR,2017-03-01,0.000075
USD,IDR,2017-02-01,0.000075
USD,IDR,2017-01-01,0.000075
USD,IDR,2016-12-01,0.000074
USD,IDR,2016-11-01,0.000075
USD,IDR,2016-10-01,0.000077
USD,IDR,2016-09-01,0.000076
USD,IDR,2016-08-01,0.000076
USD,IDR,2016-07-01,0.000076
USD,IDR,2016-06-01,0.000075
USD,IDR,2016-05-01,0.000074
USD,IDR,2016-04-01,0.000076
USD,IDR,2016-03-01,0.000076
USD,IDR,2016-02-01,0.000074
USD,IDR,2016-01-01,0.000072
USD,IDR,2015-12-01,0.000072
USD,IDR,2015-11-01,0.000074
USD,IDR,2015-10-01,0.000072
USD,IDR,2015-09-01,0.000070
USD,IDR,2015-08-01,0.000072
USD,IDR,2015-07-01,0.000075
USD,IDR,2015-06-01,0.000075
USD,IDR,2015-05-01,0.000076
USD,IDR,2015-04-01,0.000077
USD,IDR,2015-03-01,0.000076
USD,IDR,2015-02-01,0.000078
USD,IDR,2015-01-01,0.000080
USD,IDR,2014-12-01,0.000080
USD,IDR,2014-11-01,0.000082
USD,IDR,2014-10-01,0.000082
USD,IDR,2014-09-01,0.000084
USD,IDR,2014-08-01,0.000086
USD,IDR,2014-07-01,0.000086
USD,IDR,2014-06-01,0.000084
USD,IDR,2014-05-01,0.000087
USD,IDR,2014-04-01,0.000087
USD,IDR,2014-03-01,0.000088
USD,IDR,2014-02-01,0.000084
USD,IDR,2014-01-01,0.000083
USD,IDR,2013-12-01,0.000083
USD,IDR,2013-11-01,0.000086
USD,IDR,2013-10-01,0.000088
USD,IDR,2013-09-01,0.000088
USD,IDR,2013-08-01,0.000095
USD,IDR,2013-07-01,0.000100
USD,IDR,2013-06-01,0.000102
USD,IDR,2013-05-01,0.000102
USD,IDR,2013-04-01,0.000103
USD,IDR,2013-03-01,0.000103
USD,IDR,2013-02-01,0.000103
USD,IDR,2013-01-01,0.000104
USD,IDR,2012-12-01,0.000104
USD,IDR,2012-11-01,0.000104
USD,IDR,2012-10-01,0.000104
USD,IDR,2012-09-01,0.000104
USD,IDR,2012-08-01,0.000106
USD,IDR,2012-07-01,0.000106
USD,IDR,2012-06-01,0.000106
USD,IDR,2012-05-01,0.000108
USD,IDR,2012-04-01,0.000109
USD,IDR,2012-03-01,0.000110
USD,IDR,2012-02-01,0.000111
USD,IDR,2012-01-01,0.000110
USD,IDR,2011-12-01,0.000110
USD,IDR,2011-11-01,0.000112
USD,IDR,2011-10-01,0.000112
USD,IDR,2011-09-01,0.000114
USD,IDR,2011-08-01,0.000118
USD,IDR,2011-07-01,0.000117
USD,IDR,2011-06-01,0.000116
USD,IDR,2011-05-01,0.000116
USD,IDR,2011-04-01,0.000116
USD,IDR,2011-03-01,0.000114
USD,IDR,2011-02-01,0.000112
USD,IDR,2011-01-01,0.000110
USD,IDR,2010-12-01,0.000111
USD,IDR,2010-11-01,0.000112
USD,IDR,2010-10-01,0.000112
USD,IDR,2010-09-01,0.000112
USD,IDR,2010-08-01,0.000112
USD,IDR,2010-07-01,0.000111
USD,IDR,2010-06-01,0.000109
USD,IDR,2010-05-01,0.000108
USD,IDR,2010-04-01,0.000111
USD,IDR,2010-03-01,0.000110
USD,IDR,2010-02-01,0.000107
USD,IDR,2010-01-01,0.000108
USD,IDR,2009-12-01,0.000105
USD,IDR,2009-11-01,0.000106
USD,IDR,2009-10-01,0.000106
USD,IDR,2009-09-01,0.000102
USD,IDR,2009-08-01,0.000100
USD,IDR,2009-07-01,0.000099
USD,IDR,2009-06-01,0.000098
USD,IDR,2009-05-01,0.000096
USD,IDR,2009-04-01,0.000090
USD,IDR,2009-03-01,0.000084
USD,IDR,2009-02-01,0.000084
USD,IDR,2009-01-01,0.000090
USD,IDR,2008-12-01,0.000088
USD,IDR,2008-11-01,0.000086
USD,IDR,2008-10-01,0.000101
USD,IDR,2008-09-01,0.000107
USD,IDR,2008-08-01,0.000109
USD,IDR,2008-07-01,0.000109
USD,IDR,2008-06-01,0.000108
USD,IDR,2008-05-01,0.000108
USD,IDR,2008-04-01,0.000109
USD,IDR,2008-03-01,0.000110
USD,IDR,2008-02-01,0.000109
USD,IDR,2008-01-01,0.000106
USD,IDR,2007-12-01,0.000107
USD,IDR,2007-11-01,0.000108
USD,IDR,2007-10-01,0.000110
USD,IDR,2007-09-01,0.000108
USD,IDR,2007-08-01,0.000107
USD,IDR,2007-07-01,0.000110
USD,IDR,2007-06-01,0.000111
USD,IDR,2007-05-01,0.000113
USD,IDR,2007-04-01,0.000110
USD,IDR,2007-03-01,0.000109
USD,IDR,2007-02-01,0.000110
USD,IDR,2007-01-01,0.000110
USD,IDR,2006-12-01,0.000110
USD,IDR,2006-11-01,0.000110
USD,IDR,2006-10-01,0.000109
USD,IDR,2006-09-01,0.000110
USD,IDR,2006-08-01,0.000110
USD,IDR,2006-07-01,0.000108
USD,IDR,2006-06-01,0.000107
USD,IDR,2006-05-01,0.000111
USD,IDR,2006-04-01,0.000112
USD,IDR,2006-03-01,0.000109
USD,IDR,2006-02-01,0.000108
USD,IDR,2006-01-01,0.000106
USD,IDR,2005-12-01,0.000102
USD,IDR,2005-11-01,0.000100
USD,IDR,2005-10-01,0.000099
USD,IDR,2005-09-01,0.000098
USD,IDR,2005-08-01,0.000100
USD,IDR,2005-07-01,0.000102
USD,IDR,2005-06-01,0.000104
USD,IDR,2005-05-01,0.000106
USD,IDR,2005-04-01,0.000104
USD,IDR,2005-03-01,0.000107
USD,IDR,2005-02-01,0.000108
USD,IDR,2005-01-01,0.000108
USD,IDR,2004-12-01,0.000108
USD,IDR,2004-11-01,0.000111
USD,IDR,2004-10-01,0.000110
USD,IDR,2004-09-01,0.000109
USD,IDR,2004-08-01,0.000108
USD,IDR,2004-07-01,0.000110
USD,IDR,2004-06-01,0.000106
USD,IDR,2004-05-01,0.000111
USD,IDR,2004-04-01,0.000116
USD,IDR,2004-03-01,0.000116
USD,IDR,2004-02-01,0.000118
USD,IDR,2004-01-01,0.000119
USD,IDR,2003-12-01,0.000118
USD,IDR,2003-11-01,0.000118
USD,IDR,2003-10-01,0.000118
USD,IDR,2003-09-01,0.000118
USD,IDR,2003-08-01,0.000118
USD,IDR,2003-07-01,0.000120
USD,IDR,2003-06-01,0.000122
USD,IDR,2003-05-01,0.000119
USD,IDR,2003-04-01,0.000114
USD,IDR,2003-03-01,0.000112
USD,IDR,2003-02-01,0.000112
USD,IDR,2003-01-01,0.000112
USD,IDR,2002-12-01,0.000112
USD,IDR,2002-11-01,0.000110
USD,IDR,2002-10-01,0.000110
USD,IDR,2002-09-01,0.000112
USD,IDR,2002-08-01,0.000112
USD,IDR,2002-07-01,0.000112
USD,IDR,2002-06-01,0.000115
USD,IDR,2002-05-01,0.000110
USD,IDR,2002-04-01,0.000106
USD,IDR,2002-03-01,0.000101
USD,IDR,2002-02-01,0.000098
USD,IDR,2002-01-01,0.000096
USD,IDR,2001-12-01,0.000098
USD,IDR,2001-11-01,0.000094
USD,IDR,2001-10-01,0.000100
USD,IDR,2001-09-01,0.000108
USD,IDR,2001-08-01,0.000112
USD,IDR,2001-07-01,0.000092
USD,IDR,2001-06-01,0.000088
USD,IDR,2001-05-01,0.000088
USD,IDR,2001-04-01,0.000090
USD,IDR,2001-03-01,0.000098
USD,IDR,2001-02-01,0.000104
USD,IDR,2001-01-01,0.000106
USD,IDR,2000-12-01,0.000106
USD,IDR,2000-11-01,0.000107
USD,IDR,2000-10-01,0.000112
USD,IDR,2000-09-01,0.000116
USD,IDR,2000-08-01,0.000118
USD,IDR,2000-07-01,0.000110
USD,IDR,2000-06-01,0.000116
USD,IDR,2000-05-01,0.000120
USD,IDR,2000-04-01,0.000128
USD,IDR,2000-03-01,0.000134
USD,IDR,2000-02-01,0.000134
USD,IDR,2000-01-01,0.000138
USD,IDR,1999-12-01,0.000140
USD,IDR,1999-11-01,0.000142
USD,IDR,1999-10-01,0.000136
USD,IDR,1999-09-01,0.000122
USD,IDR,1999-08-01,0.000136
USD,IDR,1999-07-01,0.000148
USD,IDR,1999-06-01,0.000136
USD,IDR,1999-05-01,0.000124
USD,IDR,1999-04-01,0.000116
USD,IDR,1999-03-01,0.000112
USD,IDR,1999-02-01,0.000114
USD,IDR,1999-01-01,0.000118
USD,IDR,1998-12-01,0.000130
USD,IDR,1998-11-01,0.000128
USD,IDR,1998-10-01,0.000118
USD,IDR,1998-09-01,0.000090
USD,IDR,1998-08-01,0.000082
USD,IDR,1998-07-01,0.000070
USD,IDR,1998-06-01,0.000073
USD,IDR,1998-05-01,0.000100
USD,IDR,1998-04-01,0.000124
USD,IDR,1998-03-01,0.000105
USD,IDR,1998-02-01,0.000110
USD,IDR,1998-01-01,0.000109
USD,IDR,1997-12-01,0.000203
