base_currency,datetime,rate
GNF,1997-9,0.0008939999999999998
GNF,1997-8,0.000904
GNF,1997-7,0.000909
GNF,1997-6,0.000914
GNF,1997-5,0.000941
GNF,1997-4,0.001
GNF,1997-3,0.001
GNF,1997-2,0.001
GNF,1997-1,0.001
GNF,1996-12,0.001
GNF,1996-11,0.000998
GNF,1996-10,0.000997
GNF,1996-9,0.001
GNF,1996-8,0.001
GNF,1996-7,0.001
GNF,1996-6,0.001
GNF,1996-5,0.001002
GNF,1996-4,0.001003
GNF,1996-3,0.001003
GNF,1996-2,0.001003
GNF,1996-1,0.001003
GNF,1995-12,0.001003
GNF,1995-11,0.001011
GNF,1995-10,0.000992
GNF,1995-9,0.000986
GNF,1995-8,0.000986
GNF,1995-7,0.000986
GNF,1995-6,0.000986
GTQ,2017-12,0.136175
GTQ,2017-11,0.13627999999999998
GTQ,2017-10,0.136102
GTQ,2017-9,0.136909
GTQ,2017-8,0.13765
GTQ,2017-7,0.13706300000000002
GTQ,2017-6,0.136322
GTQ,2017-5,0.136408
GTQ,2017-4,0.136338
GTQ,2017-3,0.136104
GTQ,2017-2,0.134967
GTQ,2017-1,0.133052
GTQ,2016-12,0.133249
GTQ,2016-11,0.13317
GTQ,2016-10,0.133497
GTQ,2016-9,0.132778
GTQ,2016-8,0.132613
GTQ,2016-7,0.13137200000000002
GTQ,2016-6,0.13098900000000002
GTQ,2016-5,0.13054000000000002
GTQ,2016-4,0.129441
GTQ,2016-3,0.12980999999999998
GTQ,2016-2,0.13061
GTQ,2016-1,0.13078499999999998
GTQ,2015-12,0.131546
GTQ,2015-11,0.130698
GTQ,2015-10,0.129997
GTQ,2015-9,0.13003199999999998
GTQ,2015-8,0.130804
GTQ,2015-7,0.130758
GTQ,2015-6,0.13078399999999998
GTQ,2015-5,0.129969
GTQ,2015-4,0.130496
GTQ,2015-3,0.131216
GTQ,2015-2,0.130768
GTQ,2015-1,0.131001
GTQ,2014-12,0.131089
GTQ,2014-11,0.131455
GTQ,2014-10,0.1307
GTQ,2014-9,0.129226
GTQ,2014-8,0.12801300000000002
GTQ,2014-7,0.128736
GTQ,2014-6,0.128168
GTQ,2014-5,0.129382
GTQ,2014-4,0.128957
GTQ,2014-3,0.129386
GTQ,2014-2,0.128796
GTQ,2014-1,0.12745399999999998
GTQ,2013-12,0.127109
GTQ,2013-11,0.126555
GTQ,2013-10,0.125613
GTQ,2013-9,0.12603699999999998
GTQ,2013-8,0.127052
GTQ,2013-7,0.127876
GTQ,2013-6,0.128
GTQ,2013-5,0.12845
GTQ,2013-4,0.128359
GTQ,2013-3,0.128098
GTQ,2013-2,0.127701
GTQ,2013-1,0.12692
GTQ,2012-12,0.12678399999999998
GTQ,2012-11,0.127341
GTQ,2012-10,0.12630999999999998
GTQ,2012-9,0.12550999999999998
GTQ,2012-8,0.127157
GTQ,2012-7,0.12773800000000002
GTQ,2012-6,0.12778499999999998
GTQ,2012-5,0.128566
GTQ,2012-4,0.129381
GTQ,2012-3,0.12924000000000002
GTQ,2012-2,0.128528
GTQ,2012-1,0.128066
GTQ,2011-12,0.12803
GTQ,2011-11,0.12798099999999998
GTQ,2011-10,0.127512
GTQ,2011-9,0.127495
GTQ,2011-8,0.128216
GTQ,2011-7,0.128872
GTQ,2011-6,0.12836199999999998
GTQ,2011-5,0.130825
GTQ,2011-4,0.13104200000000002
GTQ,2011-3,0.129608
GTQ,2011-2,0.128166
GTQ,2011-1,0.12544
GTQ,2010-12,0.12546
GTQ,2010-11,0.1248
GTQ,2010-10,0.123948
GTQ,2010-9,0.123988
GTQ,2010-8,0.125076
GTQ,2010-7,0.12495
GTQ,2010-6,0.124885
GTQ,2010-5,0.124932
GTQ,2010-4,0.125022
GTQ,2010-3,0.124418
GTQ,2010-2,0.12195
GTQ,2010-1,0.119663
GTQ,2009-12,0.12025
GTQ,2009-11,0.120761
GTQ,2009-10,0.120118
GTQ,2009-9,0.120641
GTQ,2009-8,0.121595
GTQ,2009-7,0.122719
GTQ,2009-6,0.122933
GTQ,2009-5,0.123494
GTQ,2009-4,0.123368
GTQ,2009-3,0.12411400000000003
GTQ,2009-2,0.12615
GTQ,2009-1,0.127444
GTQ,2008-12,0.130135
GTQ,2008-11,0.130951
GTQ,2008-10,0.132758
GTQ,2008-9,0.134224
GTQ,2008-8,0.134568
GTQ,2008-7,0.134175
GTQ,2008-6,0.133876
GTQ,2008-5,0.134668
GTQ,2008-4,0.13256800000000002
GTQ,2008-3,0.130891
GTQ,2008-2,0.129472
GTQ,2008-1,0.13012
GTQ,2007-12,0.1312
GTQ,2007-11,0.131064
GTQ,2007-10,0.12958599999999998
GTQ,2007-9,0.13017
GTQ,2007-8,0.130787
GTQ,2007-7,0.13041
GTQ,2007-6,0.130349
GTQ,2007-5,0.130948
GTQ,2007-4,0.13075599999999998
GTQ,2007-3,0.130056
GTQ,2007-2,0.13003
GTQ,2007-1,0.13048800000000002
GTQ,2006-12,0.131376
GTQ,2006-11,0.131805
GTQ,2006-10,0.131452
GTQ,2006-9,0.131574
GTQ,2006-8,0.132122
GTQ,2006-7,0.132138
GTQ,2006-6,0.13169
GTQ,2006-5,0.131998
GTQ,2006-4,0.131928
GTQ,2006-3,0.13136199999999998
GTQ,2006-2,0.131422
GTQ,2006-1,0.13133699999999998
GTQ,2005-12,0.131304
GTQ,2005-11,0.13128800000000002
GTQ,2005-10,0.129996
GTQ,2005-9,0.131225
GTQ,2005-8,0.131622
GTQ,2005-7,0.131588
GTQ,2005-6,0.13122
GTQ,2005-5,0.131626
GTQ,2005-4,0.131442
GTQ,2005-3,0.131433
GTQ,2005-2,0.129653
GTQ,2005-1,0.128798
GTQ,2004-12,0.12849000000000002
GTQ,2004-11,0.12946
GTQ,2004-10,0.12775799999999998
GTQ,2004-9,0.12661
GTQ,2004-8,0.126315
GTQ,2004-7,0.126737
GTQ,2004-6,0.125976
GTQ,2004-5,0.125192
GTQ,2004-4,0.124132
GTQ,2004-3,0.12344
GTQ,2004-2,0.123402
GTQ,2004-1,0.12356
GTQ,2003-12,0.12461400000000003
GTQ,2003-11,0.123655
GTQ,2003-10,0.123742
GTQ,2003-9,0.125564
GTQ,2003-8,0.1263
GTQ,2003-7,0.126164
GTQ,2003-6,0.126271
GTQ,2003-5,0.126782
GTQ,2003-4,0.126634
GTQ,2003-3,0.126679
GTQ,2003-2,0.127842
GTQ,2003-1,0.128616
GTQ,2002-12,0.130427
GTQ,2002-11,0.130848
GTQ,2002-10,0.129393
GTQ,2002-9,0.12837
GTQ,2002-8,0.128762
GTQ,2002-7,0.127352
GTQ,2002-6,0.126709
GTQ,2002-5,0.127903
GTQ,2002-4,0.12795399999999998
GTQ,2002-3,0.126532
GTQ,2002-2,0.12629200000000002
GTQ,2002-1,0.125166
GTQ,2001-12,0.125799
GTQ,2001-11,0.124368
GTQ,2001-10,0.12457
GTQ,2001-9,0.126406
GTQ,2001-8,0.127567
GTQ,2001-7,0.128244
GTQ,2001-6,0.12822999999999998
GTQ,2001-5,0.128914
GTQ,2001-4,0.129356
GTQ,2001-3,0.130044
GTQ,2001-2,0.129001
GTQ,2001-1,0.128222
GTQ,2000-12,0.129388
GTQ,2000-11,0.128426
GTQ,2000-10,0.127774
GTQ,2000-9,0.12801300000000002
GTQ,2000-8,0.128746
GTQ,2000-7,0.12846
GTQ,2000-6,0.129894
GTQ,2000-5,0.130158
GTQ,2000-4,0.129686
GTQ,2000-3,0.130236
GTQ,2000-2,0.128206
GTQ,2000-1,0.1275
GTQ,1999-12,0.129994
GTQ,1999-11,0.12903199999999998
GTQ,1999-10,0.127958
GTQ,1999-9,0.12903
GTQ,1999-8,0.133634
GTQ,1999-7,0.135993
GTQ,1999-6,0.13692200000000002
GTQ,1999-5,0.138567
GTQ,1999-4,0.141901
GTQ,1999-3,0.145717
GTQ,1999-2,0.145428
GTQ,1999-1,0.144065
GTQ,1998-12,0.150338
GTQ,1998-11,0.152086
GTQ,1998-10,0.152646
GTQ,1998-9,0.15573
GTQ,1998-8,0.157154
GTQ,1998-7,0.15804
GTQ,1998-6,0.159102
GTQ,1998-5,0.159197
GTQ,1998-4,0.15883699999999998
GTQ,1998-3,0.160232
GTQ,1998-2,0.160268
GTQ,1998-1,0.160634
GTQ,1997-12,0.16107
GTQ,1997-11,0.161163
GTQ,1997-10,0.162491
GTQ,1997-9,0.164213
GTQ,1997-8,0.16749
GTQ,1997-7,0.168425
GTQ,1997-6,0.168225
GTQ,1997-5,0.16694
GTQ,1997-4,0.166774
GTQ,1997-3,0.165708
GTQ,1997-2,0.16405799999999998
GTQ,1997-1,0.165722
GTQ,1996-12,0.166541
GTQ,1996-11,0.165898
GTQ,1996-10,0.16506700000000002
GTQ,1996-9,0.165195
GTQ,1996-8,0.1643
GTQ,1996-7,0.163749
GTQ,1996-6,0.163702
GTQ,1996-5,0.164364
GTQ,1996-4,0.162346
GTQ,1996-3,0.161623
GTQ,1996-2,0.162964
GTQ,1996-1,0.16814400000000002
GTQ,1995-12,0.16855499999999998
GTQ,1995-11,0.168171
GTQ,1995-10,0.173663
GTQ,1995-9,0.17491700000000002
GTQ,1995-8,0.17491700000000002
GTQ,1995-7,0.17491700000000002
GTQ,1995-6,0.17491700000000002
HTG,2017-12,0.015732
HTG,2017-11,0.015794
HTG,2017-10,0.015812
HTG,2017-9,0.015826
HTG,2017-8,0.015756
HTG,2017-7,0.016094999999999998
HTG,2017-6,0.0159
HTG,2017-5,0.014562
HTG,2017-4,0.014622
HTG,2017-3,0.014963999999999996
HTG,2017-2,0.01494
HTG,2017-1,0.014962
HTG,2016-12,0.015104
HTG,2016-11,0.015488
HTG,2016-10,0.015404
HTG,2016-9,0.015364
HTG,2016-8,0.015568
HTG,2016-7,0.015762
HTG,2016-6,0.0159
HTG,2016-5,0.015998
HTG,2016-4,0.016053
HTG,2016-3,0.016134
HTG,2016-2,0.016541
HTG,2016-1,0.017217
HTG,2015-12,0.017741999999999997
HTG,2015-11,0.018299
HTG,2015-10,0.018476
HTG,2015-9,0.018579
HTG,2015-8,0.01845
HTG,2015-7,0.018156
HTG,2015-6,0.021028
HTG,2015-5,0.021075
HTG,2015-4,0.021103
HTG,2015-3,0.021428
HTG,2015-2,0.021615
HTG,2015-1,0.021602
HTG,2014-12,0.021593
HTG,2014-11,0.021796
HTG,2014-10,0.022494
HTG,2014-9,0.022483000000000003
HTG,2014-8,0.022432
HTG,2014-7,0.022468
HTG,2014-6,0.022274
HTG,2014-5,0.0223
HTG,2014-4,0.02242
HTG,2014-3,0.02262
HTG,2014-2,0.024762
HTG,2014-1,0.023366
HTG,2013-12,0.023299
HTG,2013-11,0.023793
HTG,2013-10,0.023231
HTG,2013-9,0.02317
HTG,2013-8,0.023068
HTG,2013-7,0.023094
HTG,2013-6,0.02351
HTG,2013-5,0.02351
HTG,2013-4,0.023548
HTG,2013-3,0.023515
HTG,2013-2,0.023493
HTG,2013-1,0.023758
HTG,2012-12,0.02373
HTG,2012-11,0.023737
HTG,2012-10,0.023736
HTG,2012-9,0.023788
HTG,2012-8,0.023712
HTG,2012-7,0.023776
HTG,2012-6,0.023861
HTG,2012-5,0.023861
HTG,2012-4,0.024212
HTG,2012-3,0.024414
HTG,2012-2,0.024776
HTG,2012-1,0.024785
HTG,2011-12,0.02477
HTG,2011-11,0.024776
HTG,2011-10,0.024818
HTG,2011-9,0.024784
HTG,2011-8,0.024818
HTG,2011-7,0.024782
HTG,2011-6,0.02475
HTG,2011-5,0.024764
HTG,2011-4,0.02478
HTG,2011-3,0.024765
HTG,2011-2,0.024785
HTG,2011-1,0.025068
HTG,2010-12,0.025088
HTG,2010-11,0.025112
HTG,2010-10,0.025174
HTG,2010-9,0.025148
HTG,2010-8,0.025188
HTG,2010-7,0.025165
HTG,2010-6,0.025146
HTG,2010-5,0.02515
HTG,2010-4,0.025122
HTG,2010-3,0.02515
HTG,2010-2,0.025114
HTG,2010-1,0.025113
HTG,2009-12,0.025088
HTG,2009-11,0.025134
HTG,2009-10,0.02515
HTG,2009-9,0.025157
HTG,2009-8,0.025115
HTG,2009-7,0.025144
HTG,2009-6,0.025155
HTG,2009-5,0.02518
HTG,2009-4,0.025132
HTG,2009-3,0.025198
HTG,2009-2,0.025214
HTG,2009-1,0.025246
HTG,2008-12,0.025277
HTG,2008-11,0.025234
HTG,2008-10,0.02551
HTG,2008-9,0.025596
HTG,2008-8,0.025646
HTG,2008-7,0.025775
HTG,2008-6,0.025884
HTG,2008-5,0.026238
HTG,2008-4,0.02618
HTG,2008-3,0.026462
HTG,2008-2,0.026964
HTG,2008-1,0.027248
HTG,2007-12,0.027301
HTG,2007-11,0.027716
HTG,2007-10,0.028114
HTG,2007-9,0.028272
HTG,2007-8,0.028761
HTG,2007-7,0.02887
HTG,2007-6,0.028191
HTG,2007-5,0.027754
HTG,2007-4,0.027608
HTG,2007-3,0.026768
HTG,2007-2,0.026486000000000003
HTG,2007-1,0.026558
HTG,2006-12,0.026581
HTG,2006-11,0.026092
HTG,2006-10,0.026159
HTG,2006-9,0.026178
HTG,2006-8,0.026018
HTG,2006-7,0.025672000000000004
HTG,2006-6,0.026062
HTG,2006-5,0.025786
HTG,2006-4,0.024266
HTG,2006-3,0.02399
HTG,2006-2,0.023826
HTG,2006-1,0.023414
HTG,2005-12,0.02377
HTG,2005-11,0.023788
HTG,2005-10,0.023762
HTG,2005-9,0.024108
HTG,2005-8,0.024005
HTG,2005-7,0.024612
HTG,2005-6,0.025946
HTG,2005-5,0.026222
HTG,2005-4,0.026641
HTG,2005-3,0.02763
HTG,2005-2,0.027624
HTG,2005-1,0.02765
HTG,2004-12,0.027924
HTG,2004-11,0.028572000000000007
HTG,2004-10,0.028545
HTG,2004-9,0.028714
HTG,2004-8,0.029102
HTG,2004-7,0.029789
HTG,2004-6,0.030356
HTG,2004-5,0.029012
HTG,2004-4,0.028546
HTG,2004-3,0.024662
HTG,2004-2,0.023536
HTG,2004-1,0.023926
HTG,2003-12,0.02454
HTG,2003-11,0.024956
HTG,2003-10,0.025428
HTG,2003-9,0.02605
HTG,2003-8,0.025884
HTG,2003-7,0.025219
HTG,2003-6,0.025962
HTG,2003-5,0.025514
HTG,2003-4,0.024775
HTG,2003-3,0.024216
HTG,2003-2,0.02288
HTG,2003-1,0.026642
HTG,2002-12,0.027644
HTG,2002-11,0.02918
HTG,2002-10,0.033948
HTG,2002-9,0.035636
HTG,2002-8,0.03537
HTG,2002-7,0.036421
HTG,2002-6,0.036637
HTG,2002-5,0.037022
HTG,2002-4,0.037101
HTG,2002-3,0.036798
HTG,2002-2,0.037858
HTG,2002-1,0.038362
HTG,2001-12,0.038763
HTG,2001-11,0.038248
HTG,2001-10,0.039816
HTG,2001-9,0.041848
HTG,2001-8,0.042165
HTG,2001-7,0.043256
HTG,2001-6,0.041605
HTG,2001-5,0.04199
HTG,2001-4,0.041664
HTG,2001-3,0.042016000000000005
HTG,2001-2,0.043152
HTG,2001-1,0.045156
HTG,2000-12,0.044611000000000005
HTG,2000-11,0.042949
HTG,2000-10,0.041548
HTG,2000-9,0.042282
HTG,2000-8,0.047878
HTG,2000-7,0.051342
HTG,2000-6,0.052908
HTG,2000-5,0.053762
HTG,2000-4,0.054757000000000014
HTG,2000-3,0.053636
HTG,2000-2,0.054678
HTG,2000-1,0.056854
HTG,1999-12,0.057624
HTG,1999-11,0.059016999999999986
HTG,1999-10,0.059094000000000015
HTG,1999-9,0.059652
HTG,1999-8,0.060087
HTG,1999-7,0.060019
HTG,1999-6,0.060241
HTG,1999-5,0.060115
HTG,1999-4,0.059472
HTG,1999-3,0.059492
HTG,1999-2,0.059326
HTG,1999-1,0.058814
HTG,1998-12,0.06044500000000001
HTG,1998-11,0.060265
HTG,1998-10,0.059871
HTG,1998-9,0.059582
HTG,1998-8,0.059002
HTG,1998-7,0.059002
HTG,1998-6,0.059002
HTG,1998-5,0.058805
HTG,1998-4,0.057717
HTG,1998-3,0.057613
HTG,1998-2,0.05768
HTG,1998-1,0.058893
HTG,1997-12,0.058539
HTG,1997-11,0.058567
HTG,1997-10,0.059203
HTG,1997-9,0.060378
HTG,1997-8,0.060575
HTG,1997-7,0.06004
HTG,1997-6,0.06032000000000001
HTG,1997-5,0.06553099999999999
HTG,1997-4,0.06553099999999999
HTG,1997-3,0.06553099999999999
HTG,1997-2,0.06553099999999999
HTG,1997-1,0.06553099999999999
HTG,1996-12,0.065538
HTG,1996-11,0.0656
HTG,1996-10,0.066024
HTG,1996-9,0.061820000000000014
HTG,1996-8,0.061820000000000014
HTG,1996-7,0.061820000000000014
HTG,1996-6,0.061820000000000014
HTG,1996-5,0.061820000000000014
HTG,1996-4,0.061820000000000014
HTG,1996-3,0.061820000000000014
HTG,1996-2,0.058017999999999986
HTG,1996-1,0.052632000000000005
HTG,1995-12,0.052632000000000005
HTG,1995-11,0.052632000000000005
HTG,1995-10,0.052632000000000005
HTG,1995-9,0.052632000000000005
HTG,1995-8,0.052632000000000005
HTG,1995-7,0.052632000000000005
HTG,1995-6,0.052632000000000005
IDR,2017-12,7.4e-05
IDR,2017-11,7.4e-05
IDR,2017-10,7.4e-05
IDR,2017-9,7.6e-05
IDR,2017-8,7.5e-05
IDR,2017-7,7.5e-05
IDR,2017-6,7.5e-05
IDR,2017-5,7.5e-05
IDR,2017-4,7.5e-05
IDR,2017-3,7.5e-05
IDR,2017-2,7.5e-05
IDR,2017-1,7.5e-05
IDR,2016-12,7.4e-05
IDR,2016-11,7.5e-05
IDR,2016-10,7.7e-05
IDR,2016-9,7.6e-05
IDR,2016-8,7.6e-05
IDR,2016-7,7.6e-05
IDR,2016-6,7.5e-05
IDR,2016-5,7.4e-05
IDR,2016-4,7.6e-05
IDR,2016-3,7.6e-05
IDR,2016-2,7.4e-05
IDR,2016-1,7.2e-05
IDR,2015-12,7.2e-05
IDR,2015-11,7.4e-05
IDR,2015-10,7.2e-05
IDR,2015-9,7e-05
IDR,2015-8,7.2e-05
IDR,2015-7,7.5e-05
IDR,2015-6,7.5e-05
IDR,2015-5,7.6e-05
IDR,2015-4,7.7e-05
IDR,2015-3,7.6e-05
IDR,2015-2,7.8e-05
IDR,2015-1,8e-05
IDR,2014-12,8e-05
IDR,2014-11,8.2e-05
IDR,2014-10,8.2e-05
IDR,2014-9,8.4e-05
IDR,2014-8,8.6e-05
IDR,2014-7,8.6e-05
IDR,2014-6,8.4e-05
IDR,2014-5,8.7e-05
IDR,2014-4,8.7e-05
IDR,2014-3,8.8e-05
IDR,2014-2,8.4e-05
IDR,2014-1,8.3e-05
IDR,2013-12,8.3e-05
IDR,2013-11,8.6e-05
IDR,2013-10,8.8e-05
IDR,2013-9,8.8e-05
IDR,2013-8,9.5e-05
IDR,2013-7,0.0001
IDR,2013-6,0.000102
IDR,2013-5,0.000102
IDR,2013-4,0.000103
IDR,2013-3,0.000103
IDR,2013-2,0.000103
IDR,2013-1,0.000104
IDR,2012-12,0.000104
IDR,2012-11,0.000104
IDR,2012-10,0.000104
IDR,2012-9,0.000104
IDR,2012-8,0.000106
IDR,2012-7,0.000106
IDR,2012-6,0.000106
IDR,2012-5,0.000108
IDR,2012-4,0.000109
IDR,2012-3,0.00011
IDR,2012-2,0.000111
IDR,2012-1,0.00011
IDR,2011-12,0.00011
IDR,2011-11,0.000112
IDR,2011-10,0.000112
IDR,2011-9,0.000114
IDR,2011-8,0.000118
IDR,2011-7,0.000117
IDR,2011-6,0.000116
IDR,2011-5,0.000116
IDR,2011-4,0.000116
IDR,2011-3,0.000114
IDR,2011-2,0.000112
IDR,2011-1,0.00011
IDR,2010-12,0.000111
IDR,2010-11,0.000112
IDR,2010-10,0.000112
IDR,2010-9,0.000112
IDR,2010-8,0.000112
IDR,2010-7,0.000111
IDR,2010-6,0.000109
IDR,2010-5,0.000108
IDR,2010-4,0.000111
IDR,2010-3,0.00011
IDR,2010-2,0.000107
IDR,2010-1,0.000108
IDR,2009-12,0.000105
IDR,2009-11,0.000106
IDR,2009-10,0.000106
IDR,2009-9,0.000102
IDR,2009-8,0.0001
IDR,2009-7,9.9e-05
IDR,2009-6,9.8e-05
IDR,2009-5,9.6e-05
IDR,2009-4,9e-05
IDR,2009-3,8.4e-05
IDR,2009-2,8.4e-05
IDR,2009-1,9e-05
IDR,2008-12,8.8e-05
IDR,2008-11,8.6e-05
IDR,2008-10,0.000101
IDR,2008-9,0.000107
IDR,2008-8,0.000109
IDR,2008-7,0.000109
IDR,2008-6,0.000108
IDR,2008-5,0.000108
IDR,2008-4,0.000109
IDR,2008-3,0.00011
IDR,2008-2,0.000109
IDR,2008-1,0.000106
IDR,2007-12,0.000107
IDR,2007-11,0.000108
IDR,2007-10,0.00011
IDR,2007-9,0.000108
IDR,2007-8,0.000107
IDR,2007-7,0.00011
IDR,2007-6,0.000111
IDR,2007-5,0.000113
IDR,2007-4,0.00011
IDR,2007-3,0.000109
IDR,2007-2,0.00011
IDR,2007-1,0.00011
IDR,2006-12,0.00011
IDR,2006-11,0.00011
IDR,2006-10,0.000109
IDR,2006-9,0.00011
IDR,2006-8,0.00011
IDR,2006-7,0.000108
IDR,2006-6,0.000107
IDR,2006-5,0.000111
IDR,2006-4,0.000112
IDR,2006-3,0.000109
IDR,2006-2,0.000108
IDR,2006-1,0.000106
IDR,2005-12,0.000102
IDR,2005-11,0.0001
IDR,2005-10,9.9e-05
IDR,2005-9,9.8e-05
IDR,2005-8,0.0001
IDR,2005-7,0.000102
IDR,2005-6,0.000104
IDR,2005-5,0.000106
IDR,2005-4,0.000104
IDR,2005-3,0.000107
IDR,2005-2,0.000108
IDR,2005-1,0.000108
IDR,2004-12,0.000108
IDR,2004-11,0.000111
IDR,2004-10,0.00011
IDR,2004-9,0.000109
IDR,2004-8,0.000108
IDR,2004-7,0.00011
IDR,2004-6,0.000106
IDR,2004-5,0.000111
IDR,2004-4,0.000116
IDR,2004-3,0.000116
IDR,2004-2,0.000118
IDR,2004-1,0.000119
IDR,2003-12,0.000118
IDR,2003-11,0.000118
IDR,2003-10,0.000118
IDR,2003-9,0.000118
IDR,2003-8,0.000118
IDR,2003-7,0.00012
IDR,2003-6,0.000122
IDR,2003-5,0.000119
IDR,2003-4,0.000114
IDR,2003-3,0.000112
IDR,2003-2,0.000112
IDR,2003-1,0.000112
IDR,2002-12,0.000112
IDR,2002-11,0.00011
IDR,2002-10,0.00011
IDR,2002-9,0.000112
IDR,2002-8,0.000112
IDR,2002-7,0.000112
IDR,2002-6,0.000115
IDR,2002-5,0.00011
IDR,2002-4,0.000106
IDR,2002-3,0.000101
IDR,2002-2,9.8e-05
IDR,2002-1,9.6e-05
IDR,2001-12,9.8e-05
IDR,2001-11,9.4e-05
IDR,2001-10,0.0001
IDR,2001-9,0.000108
IDR,2001-8,0.000112
IDR,2001-7,9.2e-05
IDR,2001-6,8.8e-05
IDR,2001-5,8.8e-05
IDR,2001-4,9e-05
IDR,2001-3,9.8e-05
IDR,2001-2,0.000104
IDR,2001-1,0.000106
IDR,2000-12,0.000106
IDR,2000-11,0.000107
IDR,2000-10,0.000112
IDR,2000-9,0.000116
IDR,2000-8,0.000118
IDR,2000-7,0.00011
IDR,2000-6,0.000116
IDR,2000-5,0.00012
IDR,2000-4,0.000128
IDR,2000-3,0.000134
IDR,2000-2,0.000134
IDR,2000-1,0.000138
IDR,1999-12,0.00014
IDR,1999-11,0.00014199999999999998
IDR,1999-10,0.000136
IDR,1999-9,0.000122
IDR,1999-8,0.000136
IDR,1999-7,0.000148
IDR,1999-6,0.000136
IDR,1999-5,0.000124
IDR,1999-4,0.000116
IDR,1999-3,0.000112
IDR,1999-2,0.000114
IDR,1999-1,0.000118
IDR,1998-12,0.00013000000000000002
IDR,1998-11,0.000128
IDR,1998-10,0.000118
IDR,1998-9,9e-05
IDR,1998-8,8.2e-05
IDR,1998-7,7e-05
IDR,1998-6,7.3e-05
IDR,1998-5,0.0001
IDR,1998-4,0.000124
IDR,1998-3,0.000105
IDR,1998-2,0.00011
IDR,1998-1,0.000109
IDR,1997-12,0.000203
IDR,1997-11,0.000288
IDR,1997-10,0.000279
IDR,1997-9,0.000332
IDR,1997-8,0.000364
IDR,1997-7,0.000398
IDR,1997-6,0.000412
IDR,1997-5,0.000411
IDR,1997-4,0.000414
IDR,1997-3,0.000417
IDR,1997-2,0.00042
IDR,1997-1,0.000422
IDR,1996-12,0.000424
IDR,1996-11,0.0004280000000000001
IDR,1996-10,0.00043
IDR,1996-9,0.000429
IDR,1996-8,0.000427
IDR,1996-7,0.0004280000000000001
IDR,1996-6,0.000429
IDR,1996-5,0.000429
IDR,1996-4,0.000429
IDR,1996-3,0.000429
IDR,1996-2,0.000434
IDR,1996-1,0.000437
IDR,1995-12,0.000437
IDR,1995-11,0.000438
IDR,1995-10,0.000441
IDR,1995-9,0.00044
IDR,1995-8,0.0004440000000000001
IDR,1995-7,0.0004480000000000001
IDR,1995-6,0.000449
IDR,1995-5,0.0004480000000000001
IDR,1995-4,0.0004480000000000001
IDR,1995-3,0.000449
IDR,1995-2,0.000451
IDR,1995-1,0.000452
IDR,1994-12,0.0004570000000000001
IDR,1994-11,0.000459
IDR,1994-10,0.00046
IDR,1994-9,0.00046
IDR,1994-8,0.000462
IDR,1994-7,0.000461
IDR,1994-6,0.000461
IDR,1994-5,0.000462
IDR,1994-4,0.000463
IDR,1994-3,0.000465
IDR,1994-2,0.00047
IDR,1994-1,0.000474
IDR,1993-12,0.000475
IDR,1993-11,0.000476
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
NIS,NIS,NIS
